,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
0,0,725.1308274,2021-05-04 11:16:08.902985,2021-05-04 19:21:28.632548,0 days 08:05:19.729563000,2048,1000000,0.999,1000,-1.9277561029237607,0.004947882107821595,big,0.01,8,COMPLETE
1,1,-395.2720478,2021-05-04 11:16:08.905676,2021-05-04 13:39:28.087074,0 days 02:23:19.181398000,64,100000,0.9999,1000,0.5176450090655162,0.013094650416795115,medium,0.02,64,COMPLETE
2,2,-368.12978080000005,2021-05-04 11:16:08.906822,2021-05-04 14:35:30.503167,0 days 03:19:21.596345000,1024,100000,0.9999,0,-0.5638309814072842,0.045024378035924,small,0.02,64,COMPLETE
3,3,-373.26523499999996,2021-05-04 13:39:28.096137,2021-05-04 18:12:56.629568,0 days 04:33:28.533431000,16,1000000,0.995,0,-0.11631485172468059,0.6467114288270158,big,0.005,32,COMPLETE
4,4,546.2856244000001,2021-05-04 14:35:30.522573,2021-05-04 16:19:27.626680,0 days 01:43:57.104107000,64,10000,0.9,0,-1.6699209800775687,0.0009053709512482495,small,0.02,64,COMPLETE
5,5,385.117399,2021-05-04 16:19:27.638643,2021-05-04 20:07:56.595063,0 days 03:48:28.956420000,128,1000000,0.9,0,-1.1026513377220994,1.9328007481451733e-05,big,0.005,32,COMPLETE
6,6,-381.3682812,2021-05-04 18:12:56.639836,2021-05-04 21:27:40.336108,0 days 03:14:43.696272000,256,100000,0.999,1000,-3.798236239950006,0.006312016019693936,big,0.05,32,COMPLETE
7,7,,2021-05-04 19:21:28.650571,2021-05-04 20:09:52.849907,0 days 00:48:24.199336000,16,10000,0.95,0,-0.8533181407754689,0.010824549016386098,small,0.02,128,FAIL
8,8,491.71781359999994,2021-05-04 20:07:56.597405,2021-05-04 23:28:28.716726,0 days 03:20:32.119321000,1024,100000,0.995,1000,-1.522670266718837,0.015080272798196544,medium,0.001,64,COMPLETE
9,9,,2021-05-04 20:09:52.851054,2021-05-04 21:40:27.273609,0 days 01:30:34.422555000,32,10000,0.999,1000,-3.6592926559568557,0.01664930514191971,big,0.001,64,FAIL
10,10,298.7585098,2021-05-04 21:27:40.338112,2021-05-04 22:17:30.748727,0 days 00:49:50.410615000,64,10000,0.995,0,-0.46122746357586086,4.685064619548119e-05,small,0.05,64,COMPLETE
11,11,142.4480628,2021-05-04 21:40:27.275866,2021-05-04 22:27:17.827559,0 days 00:46:50.551693000,256,1000000,0.9,20000,-0.20812837015889407,0.017466731807120005,small,0.001,32,COMPLETE
12,12,371.38972820000004,2021-05-04 22:17:30.754069,2021-05-05 00:52:05.863275,0 days 02:34:35.109206000,256,1000000,0.995,0,0.15125153731251295,1.9904169328069583e-05,big,0.02,8,COMPLETE
13,13,637.3173994000001,2021-05-04 22:27:17.839830,2021-05-04 23:43:21.279170,0 days 01:16:03.439340000,512,100000,0.995,0,-1.7653922516492941,0.0024389416588646946,small,0.005,16,COMPLETE
14,14,431.8590072,2021-05-04 23:28:28.723607,2021-05-05 06:29:06.505225,0 days 07:00:37.781618000,2048,1000000,0.95,10000,-2.834449687434469,0.0003161829630082378,big,0.01,8,COMPLETE
15,15,724.8457372,2021-05-04 23:43:21.284588,2021-05-05 03:20:38.377556,0 days 03:37:17.092968000,512,1000000,0.99,10000,-2.6567005979903424,0.000552242953511484,big,0.01,8,COMPLETE
16,16,790.9288514000001,2021-05-05 00:52:05.865667,2021-05-05 07:24:58.772820,0 days 06:32:52.907153000,2048,100000,0.99,10000,-2.634538514770931,0.0007578977710040499,big,0.01,16,COMPLETE
17,17,682.872507,2021-05-05 03:20:38.385872,2021-05-05 09:11:36.371681,0 days 05:50:57.985809000,2048,1000000,0.99,10000,-3.0292474809072716,0.00031259603489349516,big,0.01,8,COMPLETE
18,18,174.67485520000002,2021-05-05 06:29:06.511521,2021-05-05 08:39:10.440169,0 days 02:10:03.928648000,32,1000000,0.99,10000,-2.6543306380611758,0.00013514397988334618,big,0.01,256,COMPLETE
19,19,-389.78884580000005,2021-05-05 07:24:58.774576,2021-05-05 09:08:15.191489,0 days 01:43:16.416913000,2048,10000,0.99,10000,-2.596205549434778,0.15839327649886173,big,0.01,256,PRUNED
20,20,-381.8927248,2021-05-05 08:39:10.444914,2021-05-05 09:48:46.543717,0 days 01:09:36.098803000,2048,10000,0.999,20000,-3.6460194650099833,0.15995210628346246,big,0.01,128,PRUNED
21,21,559.7091608,2021-05-05 09:08:15.196455,2021-05-05 13:04:28.379016,0 days 03:56:13.182561000,2048,100000,0.999,20000,-3.853429807963413,0.002148942535531987,medium,0.01,16,COMPLETE
22,22,832.6869286000001,2021-05-05 09:11:36.373814,2021-05-05 12:56:24.727537,0 days 03:44:48.353723000,2048,100000,0.98,20000,-3.737633740108215,0.0021439636728093933,medium,0.01,16,COMPLETE
23,23,85.3366248,2021-05-05 09:48:46.546106,2021-05-05 11:08:25.975414,0 days 01:19:39.429308000,2048,100000,0.98,1000,-2.0429940362888885,0.002141063014564953,medium,0.01,16,PRUNED
24,24,208.3149338,2021-05-05 11:08:25.979228,2021-05-05 11:37:16.942746,0 days 00:28:50.963518000,32,100000,0.999,1000,-1.09916438957279,9.968959063767396e-05,big,0.01,512,PRUNED
25,25,905.232698,2021-05-05 11:37:16.944904,2021-05-05 13:57:47.546977,0 days 02:20:30.602073000,512,1000000,0.99,10000,-2.1482085525961625,0.0006883380609139839,big,0.01,8,COMPLETE
26,26,983.2963758,2021-05-05 12:56:24.731275,2021-05-05 16:31:28.397700,0 days 03:35:03.666425000,2048,100000,0.98,20000,-3.349690236934646,0.0032293307109323554,medium,0.01,16,COMPLETE
27,27,701.7855664,2021-05-05 13:04:28.382925,2021-05-05 16:43:17.286663,0 days 03:38:48.903738000,2048,100000,0.98,20000,-3.35008066847414,0.0009623571681507112,medium,0.01,16,COMPLETE
28,28,828.3364018,2021-05-05 13:57:47.550467,2021-05-05 16:02:13.026668,0 days 02:04:25.476201000,512,100000,0.98,20000,-3.387594253204627,0.0007727879003690845,medium,0.01,16,COMPLETE
29,29,954.0824676,2021-05-05 16:02:13.030347,2021-05-05 18:09:09.744584,0 days 02:06:56.714237000,512,100000,0.98,20000,-3.388846662716926,0.0012768257605507527,medium,0.05,16,COMPLETE
30,30,,2021-05-05 16:31:28.399657,2021-05-05 16:42:54.077897,0 days 00:11:25.678240000,16,100000,0.98,20000,-3.291705175558824,0.03999648401340567,medium,0.05,128,PRUNED
31,31,-156.452721,2021-05-05 16:42:54.081191,2021-05-05 16:57:31.289556,0 days 00:14:37.208365000,128,100000,0.98,20000,-2.2548602333959935,0.005302493172972873,medium,0.001,512,PRUNED
32,32,279.1927154,2021-05-05 16:43:17.288199,2021-05-05 17:20:08.024246,0 days 00:36:50.736047000,512,100000,0.98,20000,-2.296347274132433,0.004717549955422214,medium,0.001,512,PRUNED
33,33,147.891258,2021-05-05 16:57:31.291773,2021-05-05 17:15:54.118620,0 days 00:18:22.826847000,512,1000000,0.95,20000,-3.978297853996713,0.005258625428469081,medium,0.01,16,PRUNED
34,34,230.88121040000001,2021-05-05 17:15:54.121285,2021-05-05 17:50:22.435153,0 days 00:34:28.313868000,512,100000,0.98,20000,-2.2725920782882714,0.0001783741583871157,medium,0.01,8,PRUNED
35,35,214.77980740000004,2021-05-05 17:20:08.025509,2021-05-05 17:41:15.177110,0 days 00:21:07.151601000,512,100000,0.98,20000,-3.3263077705770723,0.00028004371079836353,medium,0.01,16,PRUNED
36,36,731.066093,2021-05-05 17:41:15.180501,2021-05-05 19:46:19.980810,0 days 02:05:04.800309000,512,100000,0.98,20000,-3.516466653654276,0.0013919888037110567,medium,0.01,16,COMPLETE
37,37,790.2995988,2021-05-05 17:50:22.437128,2021-05-05 19:14:31.068976,0 days 01:24:08.631848000,512,100000,0.98,20000,-3.531181789882298,0.0013980639083843434,medium,0.01,16,COMPLETE
38,38,750.9199398,2021-05-05 18:09:09.746552,2021-05-05 20:43:43.644992,0 days 02:34:33.898440000,1024,100000,0.9999,20000,-3.0340789430202877,0.0011990887022370609,medium,0.05,16,COMPLETE
39,39,-435.00700159999997,2021-05-05 19:14:31.072630,2021-05-05 19:35:02.578785,0 days 00:20:31.506155000,1024,100000,0.98,20000,-3.1159933183916553,0.008971097838463647,medium,0.05,16,PRUNED
40,40,,2021-05-05 19:35:02.580995,2021-05-05 19:48:52.539348,0 days 00:13:49.958353000,16,100000,0.9999,10000,-3.9681775570794393,0.0241981110366197,medium,0.05,16,PRUNED
41,41,205.0660178,2021-05-05 19:46:19.982998,2021-05-05 20:02:19.816305,0 days 00:15:59.833307000,16,100000,0.98,10000,0.8641454701513038,6.16534276879768e-05,medium,0.05,16,PRUNED
42,42,903.7538962000001,2021-05-05 19:48:52.543073,2021-05-05 21:25:25.055502,0 days 01:36:32.512429000,128,10000,0.9999,20000,-1.2271487086987665,0.0032089921652566277,medium,0.05,128,COMPLETE
43,43,610.6638110000001,2021-05-05 20:02:19.818555,2021-05-05 21:34:12.837314,0 days 01:31:53.018759000,64,10000,0.9999,20000,-1.0959704250063074,0.0033523224930271343,medium,0.02,256,COMPLETE
44,44,177.84307819999998,2021-05-05 20:43:43.650453,2021-05-05 21:02:04.201592,0 days 00:18:20.551139000,128,10000,0.9,20000,-1.2747005671265828,0.000458134350865162,medium,0.02,128,PRUNED
45,45,344.2085874,2021-05-05 21:02:04.204996,2021-05-05 21:33:20.165307,0 days 00:31:15.960311000,512,100000,0.98,20000,-3.6134906153270028,0.002961006722605835,medium,0.005,16,PRUNED
46,46,-360.1748396,2021-05-05 21:25:25.061720,2021-05-05 21:44:41.977398,0 days 00:19:16.915678000,128,10000,0.9999,20000,-0.8989647209620777,0.009002257176670782,medium,0.05,128,PRUNED
47,47,730.3735681999999,2021-05-05 21:33:20.167645,2021-05-05 22:34:56.052276,0 days 01:01:35.884631000,128,10000,0.9999,20000,-0.8106686832414602,0.012020009550673155,small,0.05,128,COMPLETE
48,48,579.649524,2021-05-05 21:34:12.840440,2021-05-05 22:35:43.036480,0 days 01:01:30.196040000,128,10000,0.9999,20000,-0.8853537592156742,0.013985642271014077,small,0.05,128,COMPLETE
49,49,613.7732726,2021-05-05 21:44:41.983137,2021-05-05 22:45:59.755733,0 days 01:01:17.772596000,128,10000,0.9999,20000,-0.7176867607669933,0.001574323286478854,small,0.05,128,COMPLETE
50,50,180.7328686,2021-05-05 22:34:56.057259,2021-05-05 23:05:06.500515,0 days 00:30:10.443256000,128,1000000,0.95,0,-1.559098315586265,0.0018187423130792816,medium,0.05,64,PRUNED
51,51,395.7155968,2021-05-05 22:35:43.045300,2021-05-05 23:12:31.606426,0 days 00:36:48.561126000,256,1000000,0.99,0,-1.9198619529125256,0.001849124524909962,medium,0.005,32,PRUNED
52,52,564.151638,2021-05-05 22:45:59.761386,2021-05-05 23:49:11.382625,0 days 01:03:11.621239000,256,1000000,0.99,0,-1.452349553981526,0.0005360392331354324,medium,0.005,64,PRUNED
53,53,323.4929454,2021-05-05 23:05:06.502777,2021-05-06 00:26:20.725378,0 days 01:21:14.222601000,2048,1000000,0.99,1000,-0.42581126980286177,0.0004753732165077907,medium,0.005,32,PRUNED
54,54,103.58804479999999,2021-05-05 23:12:31.611660,2021-05-06 00:45:32.791478,0 days 01:33:01.179818000,2048,1000000,0.99,10000,-1.273276592028261,0.003550826822986794,big,0.001,8,PRUNED
55,55,252.69328679999998,2021-05-05 23:49:11.386109,2021-05-06 00:12:00.368140,0 days 00:22:48.982031000,512,100000,0.98,20000,-2.9117679750018186,0.0007046091736535623,medium,0.01,8,PRUNED
56,56,974.8509879999999,2021-05-06 00:12:00.378543,2021-05-06 02:41:23.365917,0 days 02:29:22.987374000,512,100000,0.98,10000,-3.7886819558130553,0.0034750696244395898,medium,0.01,8,COMPLETE
57,57,877.7058924,2021-05-06 00:26:20.728259,2021-05-06 03:17:26.665306,0 days 02:51:05.937047000,512,100000,0.98,10000,-3.199668467898817,0.0009175363848208804,big,0.01,8,COMPLETE
58,58,736.9678168,2021-05-06 00:45:32.794104,2021-05-06 02:53:52.330036,0 days 02:08:19.535932000,512,100000,0.98,20000,-3.750056982111369,0.0008519143460248364,medium,0.01,16,COMPLETE
59,59,6.393902200000002,2021-05-06 02:41:23.370099,2021-05-06 03:10:14.906434,0 days 00:28:51.536335000,64,100000,0.995,10000,-3.7956328198727576,0.006963759160791868,big,0.01,8,PRUNED
60,60,38.107656,2021-05-06 02:53:52.333904,2021-05-06 03:17:05.570580,0 days 00:23:13.236676000,32,100000,0.995,10000,-3.9812673234030465,0.0071417986229415096,big,0.01,8,PRUNED
61,61,-384.295589,2021-05-06 03:10:14.908697,2021-05-06 03:26:58.535569,0 days 00:16:43.626872000,32,100000,0.9,10000,-3.164317074250276,0.003265751839103475,medium,0.01,8,PRUNED
62,62,-307.4402914,2021-05-06 03:17:05.572690,2021-05-06 04:10:17.596518,0 days 00:53:12.023828000,2048,10000,0.9,10000,-3.2131191797855703,0.0034790579245814295,medium,0.01,8,PRUNED
63,63,373.76885439999995,2021-05-06 03:17:26.668785,2021-05-06 04:02:48.901131,0 days 00:45:22.232346000,512,10000,0.9,10000,-2.462301305419154,0.0002219667182760666,big,0.02,8,PRUNED
64,64,220.65233619999998,2021-05-06 03:26:58.536823,2021-05-06 04:45:10.346129,0 days 01:18:11.809306000,512,10000,0.98,10000,-2.7653939137633854,0.00023536762533378809,big,0.02,8,PRUNED
65,65,674.8498618000001,2021-05-06 04:02:48.904074,2021-05-06 07:05:04.270192,0 days 03:02:15.366118000,512,100000,0.98,10000,-2.846539902172252,0.0024565783471885982,big,0.01,8,COMPLETE
66,66,486.99242360000005,2021-05-06 04:10:17.598250,2021-05-06 06:56:35.441811,0 days 02:46:17.843561000,512,100000,0.98,10000,-3.4543946713427114,0.001064163324318211,big,0.01,8,COMPLETE
67,67,995.1676831999999,2021-05-06 04:45:10.361289,2021-05-06 07:47:18.030689,0 days 03:02:07.669400000,512,100000,0.98,10000,-3.468504239632609,0.0022566230912518946,big,0.01,8,COMPLETE
68,68,859.1076384,2021-05-06 06:56:35.445727,2021-05-06 09:56:30.838860,0 days 02:59:55.393133000,512,100000,0.98,10000,-3.680854117500199,0.0023913467205501616,big,0.01,256,COMPLETE
69,69,1000.4400165999999,2021-05-06 07:05:04.277779,2021-05-06 13:50:32.454767,0 days 06:45:28.176988000,2048,100000,0.98,10000,-3.6985733182985547,0.0041139159496673934,big,0.01,256,COMPLETE
70,70,704.6326151999999,2021-05-06 07:47:18.035715,2021-05-06 10:57:44.087318,0 days 03:10:26.051603000,512,100000,0.98,10000,-1.7880732979473621,0.00039939763223653267,big,0.01,8,COMPLETE
71,71,724.7308696000001,2021-05-06 09:56:30.845446,2021-05-06 12:41:26.573762,0 days 02:44:55.728316000,512,100000,0.999,10000,-2.4555933994028445,0.0011172969485967485,big,0.01,8,COMPLETE
72,72,836.2465781999999,2021-05-06 10:57:44.089530,2021-05-06 14:21:59.240054,0 days 03:24:15.150524000,512,100000,0.999,10000,-2.960675910686925,0.004244057497167092,big,0.01,8,COMPLETE
73,73,675.7299403999999,2021-05-06 12:41:26.577342,2021-05-06 15:45:33.194478,0 days 03:04:06.617136000,512,100000,0.98,10000,-2.982520418047746,0.004644527255491192,big,0.05,8,COMPLETE
74,74,-389.7081518,2021-05-06 13:50:32.461404,2021-05-06 15:52:03.386661,0 days 02:01:30.925257000,2048,100000,0.95,1000,0.07868419816465755,0.02877179582912878,big,0.05,256,PRUNED
75,75,-383.87945899999994,2021-05-06 14:21:59.247352,2021-05-06 16:03:21.982320,0 days 01:41:22.734968000,2048,100000,0.98,10000,-3.8759182036964797,0.026871616393130262,big,0.01,256,PRUNED
76,76,364.89746500000007,2021-05-06 15:45:33.198447,2021-05-06 17:15:20.877704,0 days 01:29:47.679257000,2048,100000,0.98,10000,-3.889285777607304,0.000636238443028306,big,0.01,512,PRUNED
77,77,286.344282,2021-05-06 15:52:03.390964,2021-05-06 16:34:27.925176,0 days 00:42:24.534212000,1024,100000,0.98,10000,-3.4595742364998534,0.0007321326051886917,big,0.01,256,PRUNED
78,78,-340.4722654,2021-05-06 16:03:21.984394,2021-05-06 16:46:02.361977,0 days 00:42:40.377583000,1024,100000,0.98,10000,-3.5285346558565394,0.009957446980522765,big,0.01,256,PRUNED
79,79,413.1127332,2021-05-06 16:34:27.937177,2021-05-06 17:07:34.532440,0 days 00:33:06.595263000,512,100000,0.98,10000,-3.2091334611624935,0.0016416481886459369,big,0.01,512,PRUNED
80,80,281.06147899999996,2021-05-06 16:46:02.363035,2021-05-06 17:18:14.399864,0 days 00:32:12.036829000,512,100000,0.98,10000,-3.272188679735497,0.0016340772607645266,big,0.01,512,PRUNED
81,81,845.1143022,2021-05-06 17:07:34.534557,2021-05-06 19:15:45.903325,0 days 02:08:11.368768000,512,1000000,0.98,10000,-3.356401167667838,0.006111866312797006,big,0.01,8,COMPLETE
82,82,237.833158,2021-05-06 17:15:20.879697,2021-05-06 17:46:11.862515,0 days 00:30:50.982818000,512,1000000,0.98,10000,-3.29029654121726,0.00610623498776576,big,0.01,128,PRUNED
83,83,372.7500532,2021-05-06 17:18:14.400821,2021-05-06 17:30:26.514269,0 days 00:12:12.113448000,64,1000000,0.99,10000,-3.6587234646926188,0.00650801331249237,small,0.001,128,PRUNED
84,84,-377.0758832,2021-05-06 17:30:26.516173,2021-05-06 17:45:41.964556,0 days 00:15:15.448383000,16,100000,0.98,10000,-3.1003369454688015,0.0026217545572092926,medium,0.05,8,PRUNED
85,85,758.3810916,2021-05-06 17:45:41.966206,2021-05-06 19:47:53.463486,0 days 02:02:11.497280000,512,100000,0.98,10000,-3.6542640188657627,0.0023548941064789573,big,0.01,256,COMPLETE
86,86,292.33106519999995,2021-05-06 17:46:11.869703,2021-05-06 18:15:59.867714,0 days 00:29:47.998011000,512,100000,0.98,10000,-3.6549750948449717,0.002594805395232126,big,0.01,256,PRUNED
87,87,837.4216516,2021-05-06 18:15:59.870841,2021-05-06 20:11:54.529227,0 days 01:55:54.658386000,512,100000,0.98,10000,-3.4092159993648,0.0010313475873012475,big,0.01,256,COMPLETE
88,88,306.1879274,2021-05-06 19:15:45.907254,2021-05-06 19:44:05.816392,0 days 00:28:19.909138000,512,100000,0.98,10000,-3.6141200028139293,0.0012217139014621767,big,0.01,256,PRUNED
89,89,-11.341581800000005,2021-05-06 19:44:05.827703,2021-05-06 20:19:41.412041,0 days 00:35:35.584338000,512,100000,0.9999,1000,-3.790229079303349,0.002285289898374798,big,0.01,256,PRUNED
90,90,,2021-05-06 19:47:53.465348,2021-05-06 20:11:42.515692,0 days 00:23:49.050344000,128,100000,0.98,1000,-3.421464517667619,0.017048442690091776,medium,0.01,256,PRUNED
91,91,237.7052482,2021-05-06 20:11:42.516976,2021-05-06 20:31:49.955682,0 days 00:20:07.438706000,512,100000,0.9999,20000,-3.7905516274532296,0.00035496287435320465,big,0.05,64,PRUNED
92,92,-201.4161384,2021-05-06 20:11:54.534514,2021-05-06 21:36:47.275803,0 days 01:24:52.741289000,256,100000,0.9999,20000,-2.0407622196632262,0.00433045503239441,medium,0.05,64,COMPLETE
93,93,13.8030326,2021-05-06 20:19:41.413893,2021-05-06 20:34:58.811294,0 days 00:15:17.397401000,256,100000,0.99,20000,-1.287448301177751,0.00035098293735343105,medium,0.05,64,PRUNED
94,94,399.94502159999996,2021-05-06 20:31:49.957462,2021-05-06 20:47:48.431443,0 days 00:15:58.473981000,256,100000,0.99,20000,-2.7254041536022897,0.004164121618295604,medium,0.05,16,PRUNED
95,95,928.5681120000002,2021-05-06 20:34:58.812736,2021-05-06 22:46:26.954763,0 days 02:11:28.142027000,512,1000000,0.98,10000,-3.5402815448121454,0.004421066483285146,big,0.01,8,COMPLETE
96,96,-392.85343240000003,2021-05-06 20:47:48.435240,2021-05-06 21:16:55.734150,0 days 00:29:07.298910000,512,1000000,0.98,10000,-3.5260737060488827,0.011083456956952238,big,0.01,8,PRUNED
97,97,-368.9598122,2021-05-06 21:16:55.736207,2021-05-06 22:18:50.547988,0 days 01:01:54.811781000,2048,1000000,0.98,10000,-3.9313012677216586,0.005164208410913362,big,0.01,8,PRUNED
98,98,868.0851587999999,2021-05-06 21:36:47.287938,2021-05-07 01:55:45.235583,0 days 04:18:57.947645000,2048,1000000,0.98,10000,-3.981500742521507,0.001989943814223402,big,0.01,8,COMPLETE
99,99,185.13835920000002,2021-05-06 22:18:50.550202,2021-05-06 22:49:59.164141,0 days 00:31:08.613939000,512,1000000,0.98,10000,-3.100764720124557,1.1067181338063617e-05,big,0.01,32,PRUNED
100,100,693.6787864,2021-05-06 22:46:26.957128,2021-05-07 01:03:06.204119,0 days 02:16:39.246991000,512,1000000,0.98,10000,-3.0993568280184216,0.0014156479988856015,big,0.01,32,COMPLETE
101,101,71.06057960000001,2021-05-06 22:49:59.165311,2021-05-06 23:28:41.667571,0 days 00:38:42.502260000,128,1000000,0.995,0,-3.538178335095065,0.0019901761752411655,big,0.01,8,PRUNED
102,102,456.454292,2021-05-06 23:28:41.670827,2021-05-07 01:10:22.006563,0 days 01:41:40.335736000,512,10000,0.95,10000,-3.239343753583629,0.0013186942408781666,medium,0.01,16,PRUNED
103,103,469.24364219999995,2021-05-07 01:03:06.206210,2021-05-07 01:44:36.608119,0 days 00:41:30.401909000,2048,10000,0.95,10000,-3.7218873930382133,0.003065135857403053,medium,0.01,16,PRUNED
104,104,73.17853740000001,2021-05-07 01:10:22.009970,2021-05-07 01:19:13.609387,0 days 00:08:51.599417000,32,10000,0.98,10000,-3.6934586624512895,0.0032616271477521903,small,0.001,8,PRUNED
105,105,611.2259676,2021-05-07 01:19:13.611114,2021-05-07 03:45:44.416134,0 days 02:26:30.805020000,512,1000000,0.98,10000,-3.3320442934694805,0.008081461547598635,big,0.01,8,COMPLETE
106,106,228.83070420000004,2021-05-07 01:44:36.610414,2021-05-07 02:18:49.064841,0 days 00:34:12.454427000,512,1000000,0.98,10000,-3.321758959886104,0.007725287472569917,big,0.01,8,PRUNED
107,107,-377.0780192,2021-05-07 01:55:45.238838,2021-05-07 03:04:47.425093,0 days 01:09:02.186255000,2048,1000000,0.98,10000,-3.9764680142634123,0.008396399751371443,big,0.01,8,PRUNED
108,108,801.2651136000001,2021-05-07 02:18:49.069724,2021-05-07 06:23:25.741077,0 days 04:04:36.671353000,2048,1000000,0.98,10000,-3.999482524879757,0.0008480822900396695,big,0.01,8,COMPLETE
109,109,271.6551126,2021-05-07 03:04:47.427137,2021-05-07 04:12:57.796267,0 days 01:08:10.369130000,2048,1000000,0.98,10000,-3.859936113475519,0.0008985054454618844,big,0.01,8,PRUNED
110,110,653.1579052,2021-05-07 03:45:44.418583,2021-05-07 07:14:15.315767,0 days 03:28:30.897184000,2048,1000000,0.98,20000,-1.0331153047780126,0.0008632222318469994,big,0.01,8,COMPLETE
111,111,856.3699914000001,2021-05-07 04:12:57.797438,2021-05-07 08:04:28.579711,0 days 03:51:30.782273000,2048,100000,0.98,20000,-1.4299938302654607,0.0018427403283105364,big,0.005,128,COMPLETE
112,112,445.89185800000007,2021-05-07 06:23:25.744871,2021-05-07 06:52:31.966898,0 days 00:29:06.222027000,2048,100000,0.98,20000,-3.5574595243220393,0.0019794815788564974,medium,0.005,128,PRUNED
113,113,58.3174968,2021-05-07 06:52:31.971231,2021-05-07 07:07:15.246458,0 days 00:14:43.275227000,16,100000,0.999,20000,-1.427724793168582,0.0005561436174732932,big,0.02,8,PRUNED
114,114,294.4389384,2021-05-07 07:07:15.249425,2021-05-07 07:28:14.155480,0 days 00:20:58.906055000,64,100000,0.98,10000,-1.063077572183081,0.003686279824827728,big,0.01,8,PRUNED
115,115,562.6946442000001,2021-05-07 07:14:15.319734,2021-05-07 08:41:17.440171,0 days 01:27:02.120437000,512,1000000,0.98,10000,-3.4330265294250366,0.005846700410760757,big,0.01,8,PRUNED
116,116,844.3302104000002,2021-05-07 07:28:14.157721,2021-05-07 09:44:12.877494,0 days 02:15:58.719773000,512,1000000,0.98,10000,-3.4123085710875443,0.005185841326441587,big,0.01,8,COMPLETE
117,117,724.5194602,2021-05-07 08:04:28.583862,2021-05-07 11:45:37.890597,0 days 03:41:09.306735000,2048,100000,0.98,20000,-1.702935003637512,0.0016240138008097832,big,0.005,128,COMPLETE
118,118,699.8187836,2021-05-07 08:41:17.442578,2021-05-07 12:21:03.750599,0 days 03:39:46.308021000,2048,100000,0.98,20000,-1.725618819381157,0.0016632195517529026,big,0.005,128,COMPLETE
119,119,411.1989164,2021-05-07 09:44:12.883400,2021-05-07 10:26:53.050588,0 days 00:42:40.167188000,2048,100000,0.98,20000,-1.747913796349246,0.0016557188484674216,big,0.005,128,PRUNED
120,120,809.0980344,2021-05-07 10:26:53.053421,2021-05-07 13:15:21.024131,0 days 02:48:27.970710000,2048,100000,0.98,20000,-1.5399811840012807,0.002779183252161431,medium,0.005,128,COMPLETE
121,121,875.2480429999999,2021-05-07 11:45:37.895199,2021-05-07 14:07:28.612140,0 days 02:21:50.716941000,2048,100000,0.99,20000,-1.2510184762511725,0.002817300447891039,medium,0.005,128,COMPLETE
122,122,103.079621,2021-05-07 12:21:03.753274,2021-05-07 12:35:05.790643,0 days 00:14:02.037369000,128,100000,0.99,20000,-1.3464810876373403,0.0026621423157546483,medium,0.005,128,PRUNED
123,123,930.8126087999999,2021-05-07 12:35:05.794257,2021-05-07 15:02:44.821011,0 days 02:27:39.026754000,2048,100000,0.9999,10000,-1.2162764177370067,0.001204444382559215,medium,0.05,16,COMPLETE
124,124,656.1203026000001,2021-05-07 13:15:21.029798,2021-05-07 15:02:07.471606,0 days 01:46:46.441808000,512,100000,0.9999,10000,-0.6719690637628573,0.0011367944279652986,big,0.05,16,PRUNED
125,125,866.0349106,2021-05-07 14:07:28.615009,2021-05-07 16:29:40.260033,0 days 02:22:11.645024000,2048,100000,0.9999,20000,-1.3962972930112467,0.0011833057762711536,medium,0.005,128,COMPLETE
126,126,295.28944,2021-05-07 15:02:07.474132,2021-05-07 15:28:49.743618,0 days 00:26:42.269486000,2048,100000,0.99,20000,-1.2068844231551497,0.002153437517312245,medium,0.005,128,PRUNED
127,127,563.7040656,2021-05-07 15:02:44.825256,2021-05-07 17:44:53.528139,0 days 02:42:08.702883000,2048,100000,0.99,10000,-3.748193132189951,0.0006431534963004213,medium,0.05,16,COMPLETE
128,128,561.9194292,2021-05-07 15:28:49.745483,2021-05-07 17:19:31.100735,0 days 01:50:41.355252000,2048,100000,0.9999,10000,-0.9871882668101908,0.0006636779691192673,medium,0.05,16,PRUNED
129,129,485.2270906,2021-05-07 16:29:40.264317,2021-05-07 17:43:42.488511,0 days 01:14:02.224194000,2048,100000,0.9999,20000,-1.0140896315459926,0.00067882499756956,medium,0.05,16,PRUNED
130,130,720.3352821999999,2021-05-07 17:19:31.104920,2021-05-07 19:55:41.075456,0 days 02:36:09.970536000,2048,100000,0.9999,20000,-1.2161308033216416,0.004071916434073906,medium,0.05,16,COMPLETE
131,131,449.4652144,2021-05-07 17:43:42.491142,2021-05-07 20:40:02.161197,0 days 02:56:19.670055000,2048,100000,0.9999,0,-1.1898339252594092,0.0034830155497106645,medium,0.05,16,COMPLETE
132,132,422.5668224,2021-05-07 17:44:53.534223,2021-05-07 18:38:05.679573,0 days 00:53:12.145350000,2048,100000,0.9999,0,-1.1306371562058335,0.0012836417370205495,medium,0.005,16,PRUNED
133,133,668.0810572,2021-05-07 18:38:05.680618,2021-05-07 20:33:37.903159,0 days 01:55:32.222541000,1024,100000,0.9999,20000,-1.1889972404108162,0.003511200270430876,medium,0.05,128,COMPLETE
