,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
369,369,-400.48842479999996,2021-05-11 07:33:20.404530,2021-05-11 08:03:44.323380,0 days 00:30:23.918850000,512,100000,0.99,0,0.7342798583265144,0.004943369041363499,medium,0.01,32,PRUNED
370,370,-363.68375100000003,2021-05-11 07:33:28.863382,2021-05-11 07:49:46.133663,0 days 00:16:17.270281000,512,100000,0.98,20000,0.744421334433903,0.004921456717050745,medium,0.01,32,PRUNED
371,371,463.4890958,2021-05-11 07:49:46.135530,2021-05-11 08:20:03.151086,0 days 00:30:17.015556000,512,100000,0.99,0,-3.6873785493063025,0.004764814280902722,medium,0.01,64,PRUNED
372,372,633.4123648000001,2021-05-11 08:03:44.325196,2021-05-11 08:35:22.798236,0 days 00:31:38.473040000,512,100000,0.99,0,0.4273459866896358,0.0038078617200779613,medium,0.01,64,PRUNED
373,373,902.4595786000002,2021-05-11 08:20:03.154212,2021-05-11 10:07:35.954345,0 days 01:47:32.800133000,512,100000,0.995,1000,0.46262714925539195,0.0037966381852226174,medium,0.01,32,COMPLETE
374,374,-389.268618,2021-05-11 08:35:22.800600,2021-05-11 09:06:47.449800,0 days 00:31:24.649200000,512,100000,0.995,0,0.9494404496968358,0.006138829719092158,medium,0.01,32,PRUNED
375,375,578.0243323999999,2021-05-11 09:06:33.765349,2021-05-11 09:24:15.956470,0 days 00:17:42.191121000,512,100000,0.98,20000,-3.2291527123510724,0.0035644344535236587,medium,0.001,32,PRUNED
376,376,878.8729159999999,2021-05-11 09:06:47.451267,2021-05-11 10:55:09.313083,0 days 01:48:21.861816000,512,100000,0.98,1000,-3.4120333330996866,0.00348284776594127,medium,0.01,32,COMPLETE
377,377,951.2231960000001,2021-05-11 09:24:15.958059,2021-05-11 11:06:53.144469,0 days 01:42:37.186410000,512,100000,0.99,10000,-0.04398995367398503,0.0038492698730945977,medium,0.01,8,COMPLETE
378,378,805.7964746,2021-05-11 10:07:35.956508,2021-05-11 11:51:33.473915,0 days 01:43:57.517407000,512,100000,0.99,10000,-3.3726807470521623,0.0028569328236437543,medium,0.01,8,COMPLETE
379,379,470.379378,2021-05-11 10:55:09.317162,2021-05-11 11:19:53.178576,0 days 00:24:43.861414000,512,100000,0.99,10000,-0.05991658530133245,0.006244433774187625,medium,0.01,8,PRUNED
380,380,-383.24348,2021-05-11 11:06:53.148236,2021-05-11 11:31:49.503589,0 days 00:24:56.355353000,512,100000,0.99,10000,0.6474574786759361,0.006227043242410601,medium,0.01,32,PRUNED
381,381,-381.9540304,2021-05-11 11:19:53.180443,2021-05-11 11:36:19.035771,0 days 00:16:25.855328000,32,100000,0.95,10000,-3.9189348327738376,0.0028709435178159433,medium,0.01,32,PRUNED
382,382,-190.9470158,2021-05-11 11:31:49.506190,2021-05-11 11:48:17.727358,0 days 00:16:28.221168000,32,100000,0.99,10000,-3.9991786485949907,0.0029313829280634813,medium,0.01,32,PRUNED
383,383,499.8643968,2021-05-11 11:36:19.037086,2021-05-11 12:01:16.855207,0 days 00:24:57.818121000,512,100000,0.99,10000,0.19324547966319844,0.0021039802161977837,medium,0.01,32,PRUNED
384,384,212.77001439999998,2021-05-11 11:48:17.730656,2021-05-11 12:13:10.819232,0 days 00:24:53.088576000,512,100000,0.9,10000,0.21073594960376169,0.0021606522106484903,medium,0.01,32,PRUNED
385,385,186.1134088,2021-05-11 11:51:33.479968,2021-05-11 12:15:57.496866,0 days 00:24:24.016898000,512,100000,0.9,10000,0.18054303854919623,0.0010069126085180244,medium,0.01,32,PRUNED
386,386,-26.427785200000006,2021-05-11 12:01:16.857308,2021-05-11 12:26:31.108575,0 days 00:25:14.251267000,512,100000,0.9,10000,0.5108221743373492,0.004851148492694141,medium,0.01,32,PRUNED
387,387,790.1355316,2021-05-11 12:13:10.822212,2021-05-11 14:30:46.115544,0 days 02:17:35.293332000,2048,100000,0.98,20000,-3.607274494566363,0.0044897823414347055,medium,0.01,32,COMPLETE
388,388,1071.0469096000002,2021-05-11 12:15:57.499800,2021-05-11 14:45:40.744563,0 days 02:29:43.244763000,2048,100000,0.98,10000,0.536833486032809,0.004780014482509229,medium,0.01,32,COMPLETE
389,389,368.34801780000004,2021-05-11 12:26:31.109973,2021-05-11 12:54:16.972731,0 days 00:27:45.862758000,2048,100000,0.98,20000,0.10378974812916479,0.004280651809161875,medium,0.01,256,PRUNED
390,390,-379.70807279999997,2021-05-11 12:54:16.978852,2021-05-11 13:18:00.574339,0 days 00:23:43.595487000,512,100000,0.99,10000,0.9860580073925549,0.003204931363356503,medium,0.01,32,PRUNED
391,391,,2021-05-11 13:18:00.579670,,,512,100000,0.99,10000,0.29586685845232896,0.0016337484649004623,medium,0.01,32,RUNNING
392,392,,2021-05-11 14:30:46.118278,,,512,100000,0.99,10000,0.3186275234887947,0.0017187345302451253,medium,0.01,32,RUNNING
