,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
268,268,867.928772,2021-05-01 15:33:50.818435,2021-05-01 15:53:44.036107,0 days 00:19:53.217672000,256,1000000,0.98,0,-0.7467066323157622,0.0047540024157121516,big,0.05,512,PRUNED
269,269,839.4217816,2021-05-01 15:53:27.390323,2021-05-01 16:13:57.139167,0 days 00:20:29.748844000,128,10000,0.98,0,-0.37132157666552223,0.004604684081760172,big,0.02,512,PRUNED
270,270,933.4304038,2021-05-01 15:53:44.037281,2021-05-01 17:04:08.715296,0 days 01:10:24.678015000,128,10000,0.98,0,-0.5949411205368754,0.005648299514769304,big,0.02,16,PRUNED
271,271,649.3866372,2021-05-01 16:03:08.540077,2021-05-01 16:35:56.105635,0 days 00:32:47.565558000,128,10000,0.98,0,-0.3979209069603127,0.006126803236316768,big,0.02,16,PRUNED
272,272,1446.5510432,2021-05-01 16:13:57.141385,2021-05-01 17:22:29.610619,0 days 01:08:32.469234000,256,10000,0.98,0,-0.23119499996052997,0.002565179557581535,big,0.02,16,COMPLETE
273,273,373.1683988,2021-05-01 16:35:56.108426,2021-05-01 16:56:12.373180,0 days 00:20:16.264754000,256,10000,0.98,0,-0.26970485729804,0.0025021547636635234,big,0.001,16,PRUNED
274,274,189.4501072,2021-05-01 16:56:12.374592,2021-05-01 17:15:11.703321,0 days 00:18:59.328729000,256,10000,0.98,0,-1.3114349060395272,1.0734204664271796e-05,big,0.02,16,PRUNED
275,275,1440.2447144000002,2021-05-01 17:04:08.717757,2021-05-01 18:18:36.032459,0 days 01:14:27.314702000,256,10000,0.98,0,-0.8251841377403965,0.009647091692298142,big,0.02,16,COMPLETE
276,276,899.5148354,2021-05-01 17:15:11.706474,2021-05-01 17:35:37.557248,0 days 00:20:25.850774000,256,10000,0.98,0,-0.833070862289225,0.009641333722942956,big,0.02,16,PRUNED
277,277,1536.9160060000002,2021-05-01 17:22:29.612586,2021-05-01 18:36:22.743910,0 days 01:13:53.131324000,256,10000,0.98,0,-0.8706235133563969,0.00904734331170233,big,0.02,16,COMPLETE
278,278,-221.25382839999997,2021-05-01 17:35:37.561182,2021-05-01 18:18:05.162105,0 days 00:42:27.600923000,2048,10000,0.98,0,-0.6583150828745216,0.012202562053256814,big,0.02,16,PRUNED
279,279,365.53689560000004,2021-05-01 18:18:05.164791,2021-05-01 18:38:36.182651,0 days 00:20:31.017860000,256,10000,0.98,0,-1.1931497411442138,0.006870435390228413,big,0.02,16,PRUNED
280,280,943.5061614000002,2021-05-01 18:18:36.036138,2021-05-01 19:20:12.403876,0 days 01:01:36.367738000,2048,10000,0.98,0,-1.1614673042399832,0.006836062752418644,big,0.02,16,PRUNED
281,281,1431.1134574000002,2021-05-01 18:36:22.746245,2021-05-01 21:03:13.109271,0 days 02:26:50.363026000,2048,10000,0.98,0,-1.1869031669903003,0.01523181504838469,big,0.02,16,COMPLETE
282,282,528.8542369999999,2021-05-01 18:38:36.186253,2021-05-01 21:02:26.824304,0 days 02:23:50.638051000,2048,10000,0.98,0,-0.8608088728675583,0.008359033123999488,big,0.02,16,COMPLETE
283,283,-153.46297940000002,2021-05-01 19:20:12.406193,2021-05-01 19:36:06.754945,0 days 00:15:54.348752000,16,10000,0.995,0,-0.8670789996846633,0.008125662209302534,big,0.02,16,PRUNED
284,284,18.042447199999998,2021-05-01 19:36:06.757741,2021-05-01 20:18:21.405968,0 days 00:42:14.648227000,2048,10000,0.98,0,-0.9998333317990543,0.0125663783361727,big,0.02,16,PRUNED
285,285,-389.30418899999995,2021-05-01 20:18:21.410066,2021-05-01 20:38:21.307758,0 days 00:19:59.897692000,256,1000000,0.98,0,-0.7130764876832771,0.016784425144527364,big,0.02,16,PRUNED
286,286,836.9445244000001,2021-05-01 20:38:21.316100,2021-05-01 21:19:59.509908,0 days 00:41:38.193808000,2048,10000,0.98,0,-0.9031720387439353,0.0039646679667869325,big,0.02,256,PRUNED
287,287,894.6801134,2021-05-01 21:02:26.827995,2021-05-01 21:22:25.731412,0 days 00:19:58.903417000,256,10000,0.98,0,-0.5745448683128955,0.0049040556861322665,big,0.02,256,PRUNED
288,288,987.6434448,2021-05-01 21:03:13.113808,2021-05-01 21:41:53.991781,0 days 00:38:40.877973000,256,10000,0.98,0,-0.6084257435145504,0.003896878365265669,big,0.02,16,PRUNED
289,289,1476.5374942,2021-05-01 21:19:59.517465,2021-05-01 22:30:10.781128,0 days 01:10:11.263663000,256,10000,0.98,0,-0.5900171395479016,0.005021821720553417,big,0.02,16,COMPLETE
290,290,1397.7847238,2021-05-01 21:22:25.733057,2021-05-01 22:27:43.090349,0 days 01:05:17.357292000,256,10000,0.98,0,-1.0619484947923805,0.001396612581564199,big,0.02,16,COMPLETE
291,291,642.4076620000001,2021-05-01 21:41:53.998162,2021-05-01 21:51:47.032798,0 days 00:09:53.034636000,32,10000,0.98,10000,-0.45906643389014135,0.0019781097127742203,big,0.02,16,PRUNED
292,292,1378.4564022,2021-05-01 21:51:47.033865,2021-05-01 23:03:11.312123,0 days 01:11:24.278258000,256,10000,0.98,0,-1.0190215842321222,0.0014396351663106019,big,0.02,16,COMPLETE
293,293,991.2468546,2021-05-01 22:27:43.096016,2021-05-01 22:57:42.949269,0 days 00:29:59.853253000,256,10000,0.9999,0,-0.30484995114907565,0.002678271317105441,big,0.02,16,PRUNED
294,294,1252.372715,2021-05-01 22:30:10.782905,2021-05-02 00:56:35.768163,0 days 02:26:24.985258000,2048,100000,0.98,0,-0.7169486231431093,0.0026271423116961084,big,0.02,16,COMPLETE
295,295,-387.25642559999994,2021-05-01 22:57:42.950446,2021-05-01 23:39:34.088808,0 days 00:41:51.138362000,2048,100000,0.98,0,-0.9897651604456031,0.4516513368673614,big,0.02,16,PRUNED
296,296,890.8791362,2021-05-01 23:03:11.314938,2021-05-01 23:47:12.076918,0 days 00:44:00.761980000,2048,10000,0.98,0,-0.7240891989530898,0.010240304564271384,big,0.02,16,PRUNED
297,297,-357.5363986,2021-05-01 23:39:34.094139,2021-05-02 00:23:44.750317,0 days 00:44:10.656178000,2048,10000,0.99,0,-0.7546178576647614,0.00995886142034069,big,0.02,32,PRUNED
298,298,-396.28580939999995,2021-05-01 23:47:12.078114,2021-05-02 00:11:04.084837,0 days 00:23:52.006723000,256,10000,0.995,0,-0.3543273089596477,0.006442249114868894,big,0.02,32,PRUNED
299,299,1159.3773602,2021-05-02 00:11:04.086825,2021-05-02 02:03:03.865827,0 days 01:51:59.779002000,2048,10000,0.98,0,-0.7713243840928924,0.003767467124396714,medium,0.02,16,COMPLETE
300,300,929.7292258,2021-05-02 00:23:44.752521,2021-05-02 00:58:33.256780,0 days 00:34:48.504259000,256,10000,0.98,0,-0.4526327968306089,0.003563183345060062,medium,0.02,16,PRUNED
301,301,843.3278211999999,2021-05-02 00:56:35.773880,2021-05-02 01:13:28.744894,0 days 00:16:52.971014000,256,10000,0.98,0,-0.43768782520137145,0.0038388571847911787,medium,0.001,16,PRUNED
302,302,897.1258620000001,2021-05-02 00:58:33.258862,2021-05-02 01:18:49.225965,0 days 00:20:15.967103000,256,10000,0.98,0,-0.9048160525092489,0.0050436068635626155,big,0.001,16,PRUNED
303,303,846.6062902,2021-05-02 01:13:28.751482,2021-05-02 01:37:38.892341,0 days 00:24:10.140859000,256,1000000,0.98,0,-0.5027333494095122,0.005248901995849516,big,0.05,16,PRUNED
304,304,1513.5779479999999,2021-05-02 01:18:49.227755,2021-05-02 04:05:37.078694,0 days 02:46:47.850939000,2048,1000000,0.98,0,-1.2744954773152093,0.0075517908808043314,big,0.05,16,COMPLETE
305,305,1484.4365694,2021-05-02 01:37:38.893890,2021-05-02 04:26:47.044250,0 days 02:49:08.150360000,2048,10000,0.9,0,-1.2864736684423788,0.007778452116691196,big,0.02,16,COMPLETE
306,306,917.448222,2021-05-02 02:03:03.871279,2021-05-02 02:55:16.584771,0 days 00:52:12.713492000,2048,10000,0.9,0,-1.2980548861512575,0.007564441282211776,big,0.05,16,PRUNED
307,307,-388.973725,2021-05-02 02:55:16.588687,2021-05-02 03:21:05.049036,0 days 00:25:48.460349000,256,10000,0.95,0,-0.6472137027504621,0.007011242267928646,big,0.02,16,PRUNED
308,308,1494.0702646,2021-05-02 03:21:05.056711,2021-05-02 04:50:19.487454,0 days 01:29:14.430743000,512,10000,0.98,0,-0.18223173580704166,0.0021021641276628414,big,0.02,16,COMPLETE
309,309,889.0634504,2021-05-02 04:05:37.082750,2021-05-02 04:31:56.515548,0 days 00:26:19.432798000,256,1000000,0.98,0,-0.22823552224484345,0.0018959380057637356,big,0.05,16,PRUNED
310,310,926.9911749999999,2021-05-02 04:26:47.047854,2021-05-02 04:53:56.538061,0 days 00:27:09.490207000,256,1000000,0.98,0,-0.20712106675932979,0.002226618042722577,big,0.05,16,PRUNED
311,311,896.7952756000001,2021-05-02 04:31:56.517585,2021-05-02 04:51:34.369739,0 days 00:19:37.852154000,256,1000000,0.98,0,-0.35990180085307305,0.0029454878867966566,big,0.05,16,PRUNED
312,312,885.5248882,2021-05-02 04:50:19.491521,2021-05-02 05:09:07.335950,0 days 00:18:47.844429000,256,1000000,0.98,0,-0.5351918700071623,0.0030579983197676877,big,0.05,128,PRUNED
313,313,538.6965147999999,2021-05-02 04:51:34.371021,2021-05-02 05:01:26.102026,0 days 00:09:51.731005000,256,1000000,0.999,0,-0.5574826051914265,0.005563281657824452,small,0.05,128,PRUNED
314,314,887.7261398,2021-05-02 04:53:56.547849,2021-05-02 05:12:05.491481,0 days 00:18:08.943632000,2048,1000000,0.999,0,-1.4059561821734277,0.005970300089315645,small,0.05,128,PRUNED
315,315,571.054207,2021-05-02 05:01:26.103237,2021-05-02 05:18:30.619854,0 days 00:17:04.516617000,16,1000000,0.98,0,-1.0846273202682806,0.004271339708887781,big,0.05,64,PRUNED
316,316,904.8575955999999,2021-05-02 05:09:07.336923,2021-05-02 06:04:06.848597,0 days 00:54:59.511674000,2048,1000000,0.995,0,-1.098082731553995,0.004662894177926962,big,0.05,16,PRUNED
317,317,957.8652046,2021-05-02 05:12:05.492394,2021-05-02 06:11:48.181506,0 days 00:59:42.689112000,2048,10000,0.995,0,-1.111393591775309,0.004439049274436635,big,0.05,16,PRUNED
318,318,1418.948055,2021-05-02 05:18:30.621327,2021-05-02 07:37:06.558432,0 days 02:18:35.937105000,2048,10000,0.995,0,-0.6475845422216061,0.004739998475351865,big,0.05,16,COMPLETE
319,319,1365.8324194000002,2021-05-02 06:04:06.853535,2021-05-02 07:07:48.535740,0 days 01:03:41.682205000,256,10000,0.98,10000,-0.6403589911629333,0.00634715846244496,big,0.02,16,COMPLETE
320,320,-389.7152798,2021-05-02 06:11:48.184828,2021-05-02 06:32:41.660857,0 days 00:20:53.476029000,256,10000,0.98,0,-0.6318646810248212,0.011626754942263125,big,0.02,16,PRUNED
321,321,1371.8168428000001,2021-05-02 06:32:41.664012,2021-05-02 07:48:15.341589,0 days 01:15:33.677577000,256,10000,0.98,0,-0.4051649589814925,0.006796732961194179,big,0.02,16,COMPLETE
322,322,-390.1336208,2021-05-02 07:07:48.538034,2021-05-02 07:49:06.219260,0 days 00:41:17.681226000,2048,10000,0.98,0,-0.4320957791970032,0.007848775389193709,big,0.02,16,PRUNED
323,323,-375.5203798,2021-05-02 07:37:06.561572,2021-05-02 07:51:57.065068,0 days 00:14:50.503496000,32,10000,0.98,0,-0.3528517664034529,0.008216826594845112,big,0.02,16,PRUNED
324,324,918.9468788,2021-05-02 07:48:15.345680,2021-05-02 08:08:26.304557,0 days 00:20:10.958877000,256,10000,0.98,0,-0.817872413922983,0.008186537861982835,big,0.02,16,PRUNED
325,325,823.8428784,2021-05-02 07:49:06.220077,2021-05-02 08:04:37.643920,0 days 00:15:31.423843000,32,10000,0.95,0,-0.8759837605518468,0.00328778178461968,big,0.02,16,PRUNED
326,326,918.2146958,2021-05-02 07:51:57.067485,2021-05-02 08:11:20.071949,0 days 00:19:23.004464000,256,10000,0.95,0,-0.8792226860877765,0.0031635623708588427,big,0.02,16,PRUNED
327,327,337.8792274,2021-05-02 08:04:37.645340,2021-05-02 08:23:47.307349,0 days 00:19:09.662009000,256,10000,0.98,0,-1.2306943131104708,1.816934730735013e-05,big,0.05,16,PRUNED
328,328,1427.6997262,2021-05-02 08:08:26.307693,2021-05-02 09:41:57.029975,0 days 01:33:30.722282000,1024,10000,0.98,0,-1.218295729113193,0.002518911248691616,big,0.05,512,COMPLETE
329,329,654.7656387999999,2021-05-02 08:11:20.073528,2021-05-02 08:38:41.430820,0 days 00:27:21.357292000,2048,10000,0.9999,0,-0.5112253288374506,0.0023712686624741018,medium,0.05,16,PRUNED
330,330,895.7451021999999,2021-05-02 08:23:47.309000,2021-05-02 08:51:51.441291,0 days 00:28:04.132291000,2048,10000,0.98,0,-0.3034249797595008,0.0024823378357871177,medium,0.02,512,PRUNED
331,331,-386.37205819999997,2021-05-02 08:38:41.432261,2021-05-02 09:17:00.556371,0 days 00:38:19.124110000,2048,10000,0.98,0,-0.3089302057165826,0.005775380737335286,big,0.02,512,PRUNED
332,332,-377.84009080000004,2021-05-02 08:51:51.443474,2021-05-02 09:13:06.480198,0 days 00:21:15.036724000,256,10000,0.98,0,0.005761090219164489,0.005404354380899501,big,0.01,16,PRUNED
333,333,604.7159962,2021-05-02 09:13:06.482365,2021-05-02 09:20:45.259681,0 days 00:07:38.777316000,1024,10000,0.98,20000,-0.5106183518058932,0.010352306881119615,big,0.02,16,PRUNED
334,334,1498.1582512,2021-05-02 09:17:00.559189,2021-05-02 10:54:22.761141,0 days 01:37:22.201952000,1024,10000,0.98,0,-0.9529715473328878,0.010572934583641053,big,0.02,16,COMPLETE
335,335,1039.278056,2021-05-02 09:20:45.261917,2021-05-02 10:02:39.637294,0 days 00:41:54.375377000,256,10000,0.99,0,-0.7070336072421369,0.003728793277453998,big,0.05,16,PRUNED
336,336,676.3267468,2021-05-02 09:41:57.035314,2021-05-02 10:02:47.307273,0 days 00:20:50.271959000,256,10000,0.98,0,-0.9739979428263771,0.0037730373687637196,big,0.02,16,PRUNED
337,337,-138.13256979999997,2021-05-02 10:02:39.642281,2021-05-02 10:24:40.235918,0 days 00:22:00.593637000,256,10000,0.98,0,-0.9290057369065918,0.012729630474212624,big,0.02,16,PRUNED
338,338,753.413623,2021-05-02 10:02:47.309601,2021-05-02 10:42:36.188634,0 days 00:39:48.879033000,2048,10000,0.98,0,-0.4698871902252076,0.0015627151345289176,big,0.02,16,PRUNED
339,339,795.6488546,2021-05-02 10:24:40.238413,2021-05-02 11:26:07.898072,0 days 01:01:27.659659000,2048,10000,0.98,0,-0.5659014442041735,0.001541981235253411,big,0.02,16,PRUNED
340,340,889.2464008,2021-05-02 10:42:36.191131,2021-05-02 11:04:16.867019,0 days 00:21:40.675888000,256,10000,0.98,0,-0.5979622767775892,0.006352366630257962,big,0.02,16,PRUNED
341,341,-385.56964120000004,2021-05-02 10:54:22.763148,2021-05-02 11:14:52.290668,0 days 00:20:29.527520000,256,10000,0.98,0,0.89462232767232,0.006312591794603026,big,0.02,16,PRUNED
342,342,1080.5040386,2021-05-02 11:04:16.868070,2021-05-02 13:28:32.180855,0 days 02:24:15.312785000,2048,1000000,0.98,0,-0.7604816580001719,0.00494187420833621,big,0.05,16,COMPLETE
343,343,901.6955615999999,2021-05-02 11:14:52.292889,2021-05-02 11:57:04.986395,0 days 00:42:12.693506000,2048,1000000,0.98,0,-0.4081301402466509,0.004852800097623971,big,0.05,128,PRUNED
344,344,1481.408398,2021-05-02 11:26:07.899291,2021-05-02 13:49:01.353182,0 days 02:22:53.453891000,2048,1000000,0.98,0,-0.7513276487869526,0.0046739185771326065,big,0.05,128,COMPLETE
345,345,698.0871072,2021-05-02 11:57:04.987762,2021-05-02 12:19:31.660477,0 days 00:22:26.672715000,256,10000,0.98,0,-0.7853350176522118,0.008915969855337186,big,0.05,16,PRUNED
346,346,1534.4959798,2021-05-02 12:19:31.662905,2021-05-02 13:25:43.627712,0 days 01:06:11.964807000,512,10000,0.98,0,-0.7030314723383554,0.0043353631781005405,medium,0.02,256,COMPLETE
347,347,1027.0339586,2021-05-02 13:25:43.631219,2021-05-02 13:55:31.503875,0 days 00:29:47.872656000,512,10000,0.98,10000,-0.6743383448999357,0.004639376488633269,big,0.02,256,PRUNED
348,348,902.4902672000001,2021-05-02 13:28:32.183771,2021-05-02 13:40:50.394228,0 days 00:12:18.210457000,512,10000,0.98,10000,-0.5146085236390678,0.004170064411087306,medium,0.02,256,PRUNED
349,349,864.9242128000002,2021-05-02 13:40:50.397478,2021-05-02 13:59:39.898616,0 days 00:18:49.501138000,512,10000,0.98,0,-0.6609403176035162,0.007006719126602614,medium,0.02,128,PRUNED
350,350,1118.1852041999998,2021-05-02 13:49:01.355138,2021-05-02 15:16:06.630171,0 days 01:27:05.275033000,2048,10000,0.98,0,-0.6710708047178172,0.00690478473947229,medium,0.02,64,PRUNED
351,351,920.8833996000001,2021-05-02 13:55:31.506252,2021-05-02 14:14:06.305473,0 days 00:18:34.799221000,512,10000,0.98,0,-1.3855481831195784,0.0069927793197614085,medium,0.02,256,PRUNED
352,352,878.0250759999999,2021-05-02 13:59:39.900361,2021-05-02 14:45:36.698004,0 days 00:45:56.797643000,512,10000,0.98,0,-0.29978511617283915,0.00933776811778082,medium,0.02,256,PRUNED
353,353,992.1995325999999,2021-05-02 14:14:06.309955,2021-05-02 14:48:15.442304,0 days 00:34:09.132349000,512,10000,0.98,0,-0.28680347449897625,0.009487087357767881,medium,0.02,256,PRUNED
354,354,998.8343505999999,2021-05-02 14:45:36.702111,2021-05-02 15:19:56.790153,0 days 00:34:20.088042000,512,10000,0.98,0,-0.45664076007303217,0.01419981696348108,medium,0.02,256,PRUNED
355,355,727.7119628,2021-05-02 14:48:15.443656,2021-05-02 15:00:06.270231,0 days 00:11:50.826575000,16,10000,0.95,0,-0.4108523426733653,0.0029772590515156913,medium,0.001,256,PRUNED
356,356,944.4219766,2021-05-02 15:00:06.274455,2021-05-02 15:35:56.453597,0 days 00:35:50.179142000,2048,10000,0.98,0,-0.5487770348464752,0.01388421269794477,medium,0.02,64,PRUNED
357,357,101.54031160000001,2021-05-02 15:16:06.633329,2021-05-02 15:46:05.596485,0 days 00:29:58.963156000,2048,10000,0.98,0,-0.528009082518715,0.013301346575692123,medium,0.05,16,PRUNED
358,358,926.9761489999999,2021-05-02 15:19:56.792147,2021-05-02 16:18:46.343840,0 days 00:58:49.551693000,2048,100000,0.9999,0,-0.5612605931117136,0.0019264307809757281,big,0.05,16,PRUNED
359,359,868.1341325999999,2021-05-02 15:35:56.455161,2021-05-02 16:00:33.079820,0 days 00:24:36.624659000,128,10000,0.98,0,-1.1255759988565215,0.002027920974916595,big,0.05,16,PRUNED
360,360,927.7568504000001,2021-05-02 15:46:05.597671,2021-05-02 16:06:48.440057,0 days 00:20:42.842386000,256,10000,0.9999,0,-1.1698914342756515,0.0019176599667834588,big,0.05,16,PRUNED
361,361,253.83809620000002,2021-05-02 16:00:33.082433,2021-05-02 16:24:25.012946,0 days 00:23:51.930513000,256,100000,0.9999,0,-0.38749634953643164,0.005593739776547314,big,0.02,16,PRUNED
362,362,847.4255393999999,2021-05-02 16:06:48.441977,2021-05-02 16:27:35.701849,0 days 00:20:47.259872000,256,10000,0.995,0,-1.01578593730904,0.005570808748978092,big,0.02,32,PRUNED
363,363,867.5031414000001,2021-05-02 16:18:46.347703,2021-05-02 16:39:52.814257,0 days 00:21:06.466554000,256,10000,0.995,0,-1.0268286620607154,0.003611033099672325,big,0.02,16,PRUNED
364,364,914.4366050000001,2021-05-02 16:24:25.015160,2021-05-02 16:39:49.875900,0 days 00:15:24.860740000,256,10000,0.98,20000,-1.3163902408308312,0.0037302640861383704,big,0.02,16,PRUNED
365,365,1155.813507,2021-05-02 16:27:35.703901,2021-05-02 18:31:39.206623,0 days 02:04:03.502722000,2048,10000,0.98,20000,-1.3346604332589296,0.0037031180473851132,big,0.02,16,COMPLETE
366,366,1445.4761824,2021-05-02 16:39:49.878030,2021-05-02 19:27:12.680717,0 days 02:47:22.802687000,2048,10000,0.98,0,-0.13146261261878067,0.0028869935175906,big,0.02,16,COMPLETE
367,367,1502.05241,2021-05-02 16:39:52.815991,2021-05-02 19:30:12.139918,0 days 02:50:19.323927000,2048,10000,0.98,0,-0.17749851712880949,0.002771719691190018,big,0.01,16,COMPLETE
368,368,923.0615454000001,2021-05-02 18:31:39.212644,2021-05-02 19:25:28.478125,0 days 00:53:49.265481000,2048,10000,0.99,0,-0.8431419433180014,0.002810786826381884,big,0.01,16,PRUNED
369,369,869.7142316,2021-05-02 19:25:28.479243,2021-05-02 19:35:45.001748,0 days 00:10:16.522505000,256,10000,0.98,0,-0.16965071786383512,0.0012079911315355115,small,0.02,16,PRUNED
370,370,-389.5390284,2021-05-02 19:27:12.695717,2021-05-02 19:46:46.802871,0 days 00:19:34.107154000,256,10000,0.98,0,-0.39227741197816296,0.007949277021440375,big,0.02,16,PRUNED
371,371,472.4373379999999,2021-05-02 19:30:12.143693,2021-05-02 19:39:56.665204,0 days 00:09:44.521511000,256,10000,0.98,0,-0.041738994882743796,0.008416130428325265,small,0.05,16,PRUNED
372,372,861.8509296,2021-05-02 19:35:45.004362,2021-05-02 19:56:29.774560,0 days 00:20:44.770198000,256,1000000,0.98,0,-0.08670893347754371,0.0022973766037530123,big,0.05,16,PRUNED
373,373,-141.5853926,2021-05-02 19:39:56.680478,2021-05-02 20:02:04.873324,0 days 00:22:08.192846000,256,1000000,0.9,0,-0.2582935724226042,0.005666245816806818,big,0.01,16,PRUNED
374,374,316.8997438,2021-05-02 19:46:46.804713,2021-05-02 20:35:43.486592,0 days 00:48:56.681879000,2048,1000000,0.9,0,0.07166477147915412,0.0023042203688320973,big,0.01,16,PRUNED
375,375,1501.4488038,2021-05-02 19:56:29.776696,2021-05-02 22:52:10.698704,0 days 02:55:40.922008000,2048,10000,0.9,0,-0.21943371004992285,0.005783117861438818,big,0.01,16,COMPLETE
376,376,1401.9265719999999,2021-05-02 20:02:04.879476,2021-05-02 22:57:42.789062,0 days 02:55:37.909586000,2048,10000,0.95,0,-0.7829025716904582,0.006350111796226021,big,0.05,16,COMPLETE
377,377,-391.5183816,2021-05-02 20:35:43.492687,2021-05-02 21:27:00.672435,0 days 00:51:17.179748000,2048,10000,0.95,0,-0.6299995166177683,0.017767074267658684,big,0.05,16,PRUNED
378,378,849.5841361999999,2021-05-02 21:27:00.674909,2021-05-02 21:53:46.922193,0 days 00:26:46.247284000,256,10000,0.98,0,-0.7684313954111739,0.006669748424079937,big,0.01,16,PRUNED
379,379,907.0424025999998,2021-05-02 21:53:46.925389,2021-05-02 22:18:17.709285,0 days 00:24:30.783896000,512,10000,0.98,0,-0.9218834798291395,0.010899799663157779,medium,0.01,16,PRUNED
380,380,360.7465716,2021-05-02 22:18:17.714985,2021-05-02 22:37:26.477192,0 days 00:19:08.762207000,64,10000,0.999,0,-0.5910278896130604,0.004297871306871046,big,0.01,16,PRUNED
381,381,1448.8084132,2021-05-02 22:37:26.478377,2021-05-03 01:34:01.064936,0 days 02:56:34.586559000,2048,10000,0.98,0,-1.2065573755627887,0.005519964819042066,big,0.01,16,COMPLETE
382,382,-385.1635106,2021-05-02 22:52:10.701490,2021-05-02 23:46:14.006762,0 days 00:54:03.305272000,2048,10000,0.9,0,0.18760500012084053,0.005660137313347597,big,0.01,16,PRUNED
383,383,-385.2119692,2021-05-02 22:57:42.793489,2021-05-02 23:52:13.574613,0 days 00:54:30.781124000,2048,10000,0.9,0,-0.19671893071214452,0.005557435018823766,big,0.01,16,PRUNED
384,384,936.0106585999999,2021-05-02 23:46:14.008828,2021-05-03 00:39:47.700384,0 days 00:53:33.691556000,2048,10000,0.9,0,-1.1523982749962747,0.00840088986127619,big,0.01,16,PRUNED
385,385,1058.3306528,2021-05-02 23:52:13.576210,2021-05-03 02:52:04.466395,0 days 02:59:50.890185000,2048,10000,0.98,0,-1.2190128343468092,0.00791096368853383,big,0.01,16,COMPLETE
386,386,91.4824874,2021-05-03 00:39:47.702325,2021-05-03 01:33:19.372744,0 days 00:53:31.670419000,2048,10000,0.9,0,-0.29030346494852777,0.004572634724293381,big,0.01,256,PRUNED
387,387,-347.42212920000003,2021-05-03 01:33:19.379060,2021-05-03 02:25:18.946827,0 days 00:51:59.567767000,2048,10000,0.9,0,-0.14901120460483652,0.006998666394512002,big,0.01,16,PRUNED
388,388,-386.0995638,2021-05-03 01:34:01.070546,2021-05-03 02:26:23.597322,0 days 00:52:22.526776000,2048,10000,0.9,0,-0.13532792426249152,0.0088452203818282,big,0.01,16,PRUNED
389,389,1268.4931422,2021-05-03 02:25:18.948331,2021-05-03 05:11:56.948583,0 days 02:46:38.000252000,2048,10000,0.98,1000,-1.0271693972477172,0.01071504566038407,big,0.01,16,COMPLETE
390,390,449.77845880000007,2021-05-03 02:26:23.603215,2021-05-03 02:42:23.161967,0 days 00:15:59.558752000,16,10000,0.98,1000,-0.8943171028052215,0.003257375922163771,big,0.01,16,PRUNED
391,391,-369.49680920000003,2021-05-03 02:42:23.167170,2021-05-03 03:32:46.425272,0 days 00:50:23.258102000,2048,10000,0.98,0,-0.6751165356670873,0.010784102554665536,big,0.05,16,PRUNED
392,392,910.9601862,2021-05-03 02:52:04.470531,2021-05-03 03:11:12.832268,0 days 00:19:08.361737000,32,10000,0.98,0,-1.0171304506579424,0.004110020760501947,big,0.05,16,PRUNED
393,393,-377.2777304,2021-05-03 03:11:12.834603,2021-05-03 04:06:19.283274,0 days 00:55:06.448671000,2048,10000,0.98,0,-0.48442270737225257,0.010495086580972078,big,0.001,16,PRUNED
394,394,1481.1348870000002,2021-05-03 03:32:46.427776,2021-05-03 06:15:37.695026,0 days 02:42:51.267250000,2048,10000,0.98,0,-0.505795728661772,0.004686508333384364,big,0.05,16,COMPLETE
395,395,905.2353366,2021-05-03 04:06:19.290064,2021-05-03 04:51:20.910210,0 days 00:45:01.620146000,128,10000,0.98,0,-0.33827095744847857,0.0051312000875476365,big,0.05,32,PRUNED
396,396,-379.07533099999995,2021-05-03 04:51:20.914882,2021-05-03 05:42:34.577097,0 days 00:51:13.662215000,2048,10000,0.98,0,0.01141101557368221,0.11611505615835814,big,0.05,16,PRUNED
397,397,-383.955399,2021-05-03 05:11:56.954952,2021-05-03 05:38:13.867154,0 days 00:26:16.912202000,256,10000,0.995,0,-0.007109856227817124,0.006798995618682534,big,0.05,16,PRUNED
398,398,402.2423776,2021-05-03 05:38:13.869927,2021-05-03 07:05:13.936565,0 days 01:27:00.066638000,512,10000,0.98,0,-0.4761390796042568,0.00418573664080402,big,0.02,16,COMPLETE
399,399,934.6591056,2021-05-03 05:42:34.583262,2021-05-03 06:09:19.880965,0 days 00:26:45.297703000,512,1000000,0.98,0,-0.2563384486648431,0.003197064701457552,big,0.02,16,PRUNED
400,400,700.2709588,2021-05-03 06:09:19.884442,2021-05-03 06:31:18.565701,0 days 00:21:58.681259000,256,10000,0.98,0,-0.7030436130886617,0.00416109174363343,big,0.02,256,PRUNED
401,401,579.4671504,2021-05-03 06:15:37.699994,2021-05-03 06:37:02.296629,0 days 00:21:24.596635000,256,10000,0.98,0,-0.8270994002458727,0.003953766078979162,big,0.02,256,PRUNED
402,402,665.7466360000001,2021-05-03 06:31:18.567768,2021-05-03 07:44:15.661388,0 days 01:12:57.093620000,256,10000,0.98,0,-0.8756543501352483,0.006364211123272268,big,0.02,16,PRUNED
