,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_ent_coef,params_gamma,params_learning_starts,params_log_std_init,params_lr,params_net_arch,params_tau,params_train_freq,state
119,119,906.8527969999999,2021-03-18 18:30:42.313708,2021-03-18 18:53:54.411827,0 days 00:23:12.098119000,512,10000,auto,0.9999,0,-2.535117154763663,0.004452651422353659,medium,0.02,256,COMPLETE
120,120,778.470233,2021-03-18 18:36:04.391962,2021-03-18 19:05:39.926943,0 days 00:29:35.534981000,2048,10000,auto,0.9999,0,-2.5476048768549187,0.0008598833837725487,medium,0.02,256,COMPLETE
121,121,-399.891123,2021-03-18 18:53:54.414283,2021-03-18 19:00:34.268303,0 days 00:06:39.854020000,512,10000,auto,0.9999,0,-2.4996358163668386,0.018877989442282108,medium,0.02,256,PRUNED
122,122,11.873151199999999,2021-03-18 19:00:34.269593,2021-03-18 19:07:54.699321,0 days 00:07:20.429728000,512,10000,auto,0.9999,0,-2.8008014138294195,0.010446732653244957,medium,0.02,256,PRUNED
123,123,-1.2584322000000001,2021-03-18 19:05:39.928912,2021-03-18 19:15:17.248901,0 days 00:09:37.319989000,512,10000,auto,0.9999,0,-2.6295305321395332,0.01051869450244406,big,0.02,256,PRUNED
124,124,916.2033286,2021-03-18 19:07:54.700481,2021-03-18 19:41:05.531030,0 days 00:33:10.830549000,512,1000000,auto,0.9999,0,-2.661033943825702,0.006331236233588657,big,0.02,256,COMPLETE
125,125,934.4909438000001,2021-03-18 19:15:17.250258,2021-03-18 19:40:39.537615,0 days 00:25:22.287357000,512,10000,auto,0.9999,0,-2.218376542983119,0.004560972248143682,medium,0.02,256,COMPLETE
126,126,-0.0503962,2021-03-18 19:40:39.539806,2021-03-18 19:48:29.836162,0 days 00:07:50.296356000,512,10000,auto,0.9999,0,-1.995075584742569,0.0032715783876242845,medium,0.02,256,PRUNED
127,127,,2021-03-18 19:41:05.532957,2021-03-18 19:50:10.219475,0 days 00:09:04.686518000,512,1000000,auto,0.9999,0,-1.9440748801599943,0.030675733764612315,big,0.02,256,PRUNED
128,128,-399.8970602,2021-03-18 19:48:29.837606,2021-03-18 19:58:08.221267,0 days 00:09:38.383661000,512,1000000,auto,0.9999,0,-3.142599779534277,0.006449788749665429,big,0.02,256,PRUNED
129,129,839.7217082,2021-03-18 19:50:10.220525,2021-03-18 20:21:45.737075,0 days 00:31:35.516550000,512,1000000,auto,0.9999,0,-2.3904129343960836,0.005846883373231833,big,0.02,256,COMPLETE
130,130,-299.0300278,2021-03-18 19:58:08.222404,2021-03-18 20:13:52.751040,0 days 00:15:44.528636000,512,1000000,auto,0.995,0,-1.8203264797022236,0.002462420217546665,big,0.02,256,PRUNED
131,131,0.3853634,2021-03-18 20:13:52.752327,2021-03-18 20:19:24.433521,0 days 00:05:31.681194000,512,1000000,auto,0.9999,10000,-2.3705923983200043,0.006704621014129685,big,0.02,256,PRUNED
132,132,944.3277548,2021-03-18 20:19:24.436847,2021-03-18 21:07:20.642914,0 days 00:47:56.206067000,2048,1000000,auto,0.9999,0,-2.7700344545341573,0.005233471194556686,big,0.02,16,COMPLETE
133,133,38.541970400000004,2021-03-18 20:21:45.739492,2021-03-18 20:30:51.775500,0 days 00:09:06.036008000,2048,10000,auto,0.9999,0,-1.1946546049949465,0.0015360541420684894,medium,0.02,32,PRUNED
134,134,-0.4587312,2021-03-18 20:30:51.778902,2021-03-18 20:37:48.435793,0 days 00:06:56.656891000,256,1000000,auto,0.9999,0,-2.676753103570039,0.0030766723268106657,medium,0.02,16,PRUNED
135,135,-1.2269362000000001,2021-03-18 20:37:48.437101,2021-03-18 20:45:56.091123,0 days 00:08:07.654022000,512,10000,auto,0.9999,0,-2.4971572126572408,0.004614909143451164,medium,0.02,256,PRUNED
136,136,919.5971450000001,2021-03-18 20:45:56.094733,2021-03-18 21:11:27.288291,0 days 00:25:31.193558000,512,10000,auto,0.9999,0,-2.8944636004102358,0.004444675158465779,medium,0.02,256,COMPLETE
137,137,-399.8999856,2021-03-18 21:07:20.645087,2021-03-18 21:21:44.196778,0 days 00:14:23.551691000,2048,1000000,auto,0.9999,0,-2.842376585396803,0.00783473592258339,big,0.02,16,PRUNED
138,138,-0.34835479999999996,2021-03-18 21:11:27.290378,2021-03-18 21:22:20.440476,0 days 00:10:53.150098000,2048,10000,auto,0.9999,0,-3.3653013484631416,0.0037545021660401485,medium,0.02,16,PRUNED
139,139,0.12615739999999995,2021-03-18 21:21:44.198202,2021-03-18 21:31:24.037928,0 days 00:09:39.839726000,2048,10000,auto,0.99,0,-3.2575178727336755,0.0011087516017378707,medium,0.02,16,PRUNED
140,140,849.5450416,2021-03-18 21:22:20.441724,2021-03-18 21:50:19.821235,0 days 00:27:59.379511000,2048,10000,auto,0.99,10000,-2.981141222787075,0.0011325124848877127,medium,0.02,16,COMPLETE
141,141,-399.87589420000006,2021-03-18 21:31:24.039229,2021-03-18 21:40:34.049831,0 days 00:09:10.010602000,2048,10000,auto,0.9999,0,-2.935173487199146,0.012175382718228944,medium,0.02,16,PRUNED
142,142,944.2073176,2021-03-18 21:40:34.051060,2021-03-18 22:05:15.145834,0 days 00:24:41.094774000,1024,10000,auto,0.995,10000,-3.041318020341157,0.0019524092105362182,medium,0.02,64,COMPLETE
143,143,1.4836734,2021-03-18 21:50:19.823346,2021-03-18 22:00:24.470672,0 days 00:10:04.647326000,1024,10000,auto,0.995,0,-1.4716421811745841,0.01617540101297507,medium,0.02,64,PRUNED
144,144,-399.8969264,2021-03-18 22:00:24.472280,2021-03-18 22:02:10.638561,0 days 00:01:46.166281000,256,100000,auto,0.9999,20000,-1.0720255179110996,0.004921112720088553,medium,0.02,8,PRUNED
145,145,-399.9077018,2021-03-18 22:02:10.639719,2021-03-18 22:11:20.999749,0 days 00:09:10.360030000,512,1000000,auto,0.9999,0,-2.6785549688342156,0.001884605714693577,big,0.02,256,PRUNED
146,146,6.496042000000001,2021-03-18 22:05:15.147816,2021-03-18 22:09:07.534579,0 days 00:03:52.386763000,256,10000,auto,0.995,10000,-3.0935229245467166,0.0018150123037728799,medium,0.02,64,PRUNED
147,147,721.985671,2021-03-18 22:09:07.535738,2021-03-18 22:32:20.449792,0 days 00:23:12.914054000,1024,10000,auto,0.995,10000,-2.802353652752336,0.002591353856389245,medium,0.02,64,COMPLETE
148,148,878.9841311999999,2021-03-18 22:11:21.001005,2021-03-18 22:34:50.116429,0 days 00:23:29.115424000,1024,10000,auto,0.995,10000,-1.598821630476855,0.002535539123479418,medium,0.02,16,COMPLETE
149,149,3.3637154000000002,2021-03-18 22:32:20.452179,2021-03-18 22:38:39.187246,0 days 00:06:18.735067000,1024,10000,auto,0.995,10000,-1.62867207580076,0.0031968633438651194,medium,0.02,512,PRUNED
150,150,6.4266174,2021-03-18 22:34:50.118703,2021-03-18 22:39:47.022407,0 days 00:04:56.903704000,1024,10000,auto,0.995,10000,-1.7626436485699652,0.0036608898062441323,medium,0.005,64,PRUNED
151,151,5.590846000000001,2021-03-18 22:38:39.188603,2021-03-18 22:43:32.425700,0 days 00:04:53.237097000,1024,10000,auto,0.9999,10000,-3.365757331577821,0.00975449400608551,medium,0.005,128,PRUNED
152,152,-1.6317273999999997,2021-03-18 22:39:47.023228,2021-03-18 22:47:43.919443,0 days 00:07:56.896215000,1024,10000,auto,0.9999,0,-2.074704477921803,0.00928103625043125,medium,0.02,128,PRUNED
153,153,-0.2767842,2021-03-18 22:43:32.426867,2021-03-18 22:51:20.481885,0 days 00:07:48.055018000,256,10000,auto,0.9999,0,-2.0742795289354827,0.0049188618755575,medium,0.001,16,PRUNED
154,154,1021.3532670000001,2021-03-18 22:47:43.920664,2021-03-18 23:09:09.966660,0 days 00:21:26.045996000,256,10000,auto,0.9999,0,-0.7123488154893332,0.005081805349099589,medium,0.001,16,COMPLETE
155,155,-0.10451880000000002,2021-03-18 22:51:20.483179,2021-03-18 23:00:57.155707,0 days 00:09:36.672528000,512,1000000,auto,0.9999,0,-2.713011828398072,0.005957193946299029,big,0.02,256,PRUNED
156,156,-0.09786500000000001,2021-03-18 23:00:57.156893,2021-03-18 23:10:28.591487,0 days 00:09:31.434594000,512,1000000,auto,0.9999,0,-2.2186406151523363,0.007652092561213386,big,0.02,256,PRUNED
157,157,6.433638999999999,2021-03-18 23:09:09.969232,2021-03-18 23:15:52.640261,0 days 00:06:42.671029000,256,10000,auto,0.9999,0,-0.8517659899371088,0.0038786749921026027,medium,0.001,16,PRUNED
158,158,-0.4695038,2021-03-18 23:10:28.592425,2021-03-18 23:22:00.920886,0 days 00:11:32.328461000,256,10000,auto,0.9999,0,-0.6599598994956204,0.004152833660098401,medium,0.001,16,PRUNED
159,159,-2.00382,2021-03-18 23:15:52.641819,2021-03-18 23:22:47.781902,0 days 00:06:55.140083000,256,10000,auto,0.9999,0,-3.075382508087624,0.0022442495881170076,medium,0.001,16,PRUNED
160,160,0.0045677999999999995,2021-03-18 23:22:00.922165,2021-03-18 23:29:32.826392,0 days 00:07:31.904227000,256,10000,auto,0.9999,0,0.6090174153934385,0.0014594037703044922,medium,0.001,16,PRUNED
161,161,-0.11913,2021-03-18 23:22:47.782739,2021-03-18 23:34:17.107342,0 days 00:11:29.324603000,256,10000,auto,0.9999,0,-1.2596712522315028,0.005059453557536515,medium,0.001,32,PRUNED
162,162,806.1555179999999,2021-03-18 23:29:32.828039,2021-03-18 23:56:16.418607,0 days 00:26:43.590568000,256,10000,auto,0.9999,0,-0.7396390713484898,0.004917509248463983,medium,0.02,32,COMPLETE
163,163,822.5498222,2021-03-18 23:34:17.108521,2021-03-18 23:58:06.730932,0 days 00:23:49.622411000,256,10000,auto,0.9999,0,-0.40690156021417057,0.00761171278430933,medium,0.02,64,COMPLETE
164,164,876.5600016000001,2021-03-18 23:56:16.420626,2021-03-19 00:17:15.734171,0 days 00:20:59.313545000,256,10000,auto,0.9999,10000,-1.0619602804781605,0.012897571234902901,medium,0.02,16,COMPLETE
165,165,863.8114192,2021-03-18 23:58:06.733201,2021-03-19 00:31:46.086369,0 days 00:33:39.353168000,512,10000,auto,0.9999,0,-2.8910817891138674,0.0062838627670159415,big,0.02,16,COMPLETE
166,166,-3.2941394,2021-03-19 00:17:15.739855,2021-03-19 00:26:39.323253,0 days 00:09:23.583398000,512,1000000,auto,0.9999,0,-0.9082105811970744,0.005912764135062623,big,0.02,256,PRUNED
167,167,-0.9632137999999999,2021-03-19 00:26:39.325533,2021-03-19 00:34:23.238904,0 days 00:07:43.913371000,512,10000,auto,0.9999,0,-2.916581675221286,0.006741083885398623,medium,0.02,16,PRUNED
168,168,68.39816019999999,2021-03-19 00:31:46.089651,2021-03-19 00:44:22.371481,0 days 00:12:36.281830000,2048,10000,auto,0.9999,0,-1.9083678298790965,0.003239470197109389,medium,0.02,256,PRUNED
169,169,828.4961821999999,2021-03-19 00:34:23.240111,2021-03-19 01:05:17.995151,0 days 00:30:54.755040000,2048,10000,auto,0.9999,0,-2.7459032979819167,0.0029067111341074966,medium,0.02,256,COMPLETE
170,170,8.084696000000001,2021-03-19 00:44:22.373326,2021-03-19 00:53:05.104684,0 days 00:08:42.731358000,256,10000,auto,0.99,0,-2.790400727025216,0.010902313608142604,medium,0.02,8,PRUNED
171,171,727.7167342,2021-03-19 00:53:05.107703,2021-03-19 01:17:32.193612,0 days 00:24:27.085909000,256,10000,auto,0.9999,0,-3.176808054864111,0.002986715685286694,medium,0.02,16,COMPLETE
172,172,-2.3500490000000003,2021-03-19 01:05:17.997370,2021-03-19 01:12:24.685998,0 days 00:07:06.688628000,256,10000,auto,0.9999,0,-1.177675741851722,0.008796261753934253,medium,0.02,16,PRUNED
173,173,0.3557532,2021-03-19 01:12:24.687697,2021-03-19 01:20:52.709825,0 days 00:08:28.022128000,256,1000000,auto,0.995,0,0.07058028852183706,0.004035678039245441,medium,0.02,16,PRUNED
174,174,21.140736600000004,2021-03-19 01:17:32.195601,2021-03-19 01:22:18.040011,0 days 00:04:45.844410000,512,1000000,auto,0.995,10000,-1.8173292152181457,0.004361744091093031,medium,0.02,256,PRUNED
175,175,-2.0619368,2021-03-19 01:20:52.711079,2021-03-19 01:28:53.437504,0 days 00:08:00.726425000,512,10000,auto,0.9999,0,-2.57199095642731,0.004594279199568621,medium,0.02,256,PRUNED
176,176,-399.9717984,2021-03-19 01:22:18.040795,2021-03-19 01:33:12.597974,0 days 00:10:54.557179000,512,10000,auto,0.9999,0,-2.509596959960546,0.007332825188361334,medium,0.02,256,PRUNED
177,177,645.6233718000001,2021-03-19 01:28:53.439128,2021-03-19 01:53:13.304621,0 days 00:24:19.865493000,512,10000,auto,0.9999,0,-2.4323251657165716,0.0021444951455101527,medium,0.02,256,COMPLETE
178,178,860.9836487999999,2021-03-19 01:33:12.599214,2021-03-19 01:57:07.299402,0 days 00:23:54.700188000,512,10000,auto,0.9999,0,-2.3597577950185302,0.005835129367149208,medium,0.02,256,COMPLETE
179,179,-0.1379158,2021-03-19 01:53:13.306714,2021-03-19 02:00:10.951882,0 days 00:06:57.645168000,512,10000,auto,0.9999,0,-2.228580571390339,0.005489737449020048,medium,0.02,256,PRUNED
180,180,-399.88347439999995,2021-03-19 01:57:07.301115,2021-03-19 02:04:05.712474,0 days 00:06:58.411359000,512,10000,auto,0.9999,0,-2.2539205593598988,0.00923460520880914,medium,0.02,256,PRUNED
181,181,-399.87794080000003,2021-03-19 02:00:10.953031,2021-03-19 02:11:02.725645,0 days 00:10:51.772614000,1024,10000,auto,0.999,0,-2.610790459291477,0.015857754133198777,big,0.02,16,PRUNED
182,182,13.525094200000002,2021-03-19 02:04:05.713508,2021-03-19 02:07:11.456381,0 days 00:03:05.742873000,1024,10000,auto,0.999,20000,-3.0061617930957345,0.012220444721436373,big,0.02,16,PRUNED
183,183,-2.3293626000000005,2021-03-19 02:07:11.457607,2021-03-19 02:14:43.845156,0 days 00:07:32.387549000,256,100000,auto,0.9999,0,-2.129812330072051,0.01667600307645414,medium,0.02,64,PRUNED
184,184,267.5734372,2021-03-19 02:11:02.726942,2021-03-19 02:22:17.792109,0 days 00:11:15.065167000,256,100000,auto,0.9999,0,-1.4515273992139928,0.003648001468165753,medium,0.02,64,PRUNED
185,185,906.0064178,2021-03-19 02:14:43.846416,2021-03-19 02:38:52.666045,0 days 00:24:08.819629000,256,10000,auto,0.98,1000,-1.9910808842161696,0.0037912152899617687,medium,0.01,16,COMPLETE
186,186,12.2085434,2021-03-19 02:22:17.793304,2021-03-19 02:30:01.313318,0 days 00:07:43.520014000,256,10000,auto,0.98,1000,-1.9592521833264813,0.004115435095508459,medium,0.01,16,PRUNED
187,187,211.71377519999996,2021-03-19 02:30:01.314652,2021-03-19 02:40:21.321629,0 days 00:10:20.006977000,256,10000,auto,0.98,1000,-1.6961607991119454,0.0016822898615664358,medium,0.01,16,PRUNED
188,188,-0.3325702,2021-03-19 02:38:52.668423,2021-03-19 02:45:27.687924,0 days 00:06:35.019501000,256,10000,auto,0.98,1000,-1.8965499492589324,0.0017602067753717694,medium,0.01,16,PRUNED
189,189,-0.1970496,2021-03-19 02:40:21.322798,2021-03-19 02:46:54.599426,0 days 00:06:33.276628000,256,10000,auto,0.99,1000,-2.017852234349704,0.002722802458010286,medium,0.01,16,PRUNED
190,190,-0.20792200000000002,2021-03-19 02:45:27.688886,2021-03-19 03:00:11.729878,0 days 00:14:44.040992000,256,10000,auto,0.99,1000,-2.0292908181373863,0.0026070182493345673,medium,0.01,8,PRUNED
191,191,-0.7095942,2021-03-19 02:46:54.600671,2021-03-19 02:52:47.652333,0 days 00:05:53.051662000,2048,10000,auto,0.9999,10000,-2.6935620983626354,0.007241374404930738,medium,0.02,512,PRUNED
192,192,754.0235654,2021-03-19 02:52:47.653481,2021-03-19 03:17:01.607431,0 days 00:24:13.953950000,256,10000,auto,0.9999,0,-0.989291477767462,0.005153428369541986,medium,0.02,8,COMPLETE
193,193,0.3611662,2021-03-19 03:00:11.731448,2021-03-19 03:07:43.220431,0 days 00:07:31.488983000,512,10000,auto,0.9999,0,-0.2130007762091577,0.004763027784785478,medium,0.02,16,PRUNED
194,194,0.0650394,2021-03-19 03:07:43.223801,2021-03-19 03:14:35.014193,0 days 00:06:51.790392000,256,10000,auto,0.9999,0,-2.8703924384319692,0.006357294318542783,medium,0.02,32,PRUNED
195,195,973.6703326,2021-03-19 03:14:35.015365,2021-03-19 03:37:01.370828,0 days 00:22:26.355463000,256,10000,auto,0.98,1000,-2.18778013181904,0.003613743621945271,medium,0.01,16,COMPLETE
196,196,-0.7201576,2021-03-19 03:17:01.609033,2021-03-19 03:24:45.505755,0 days 00:07:43.896722000,256,10000,auto,0.98,1000,-2.1877849966443854,0.003318672961228227,medium,0.01,16,PRUNED
197,197,993.1276842,2021-03-19 03:24:45.507044,2021-03-19 03:48:32.090747,0 days 00:23:46.583703000,256,10000,auto,0.98,1000,-2.320061523470232,0.008745391285612919,medium,0.01,16,COMPLETE
198,198,887.4743317999998,2021-03-19 03:37:01.372864,2021-03-19 04:00:18.576903,0 days 00:23:17.204039000,256,10000,auto,0.98,1000,-2.300133144139897,0.002170400192850141,medium,0.01,16,COMPLETE
199,199,-2.3540782,2021-03-19 03:48:32.092733,2021-03-19 03:55:33.511915,0 days 00:07:01.419182000,256,10000,auto,0.98,1000,-2.3244712499980107,0.00882917845997168,medium,0.02,16,PRUNED
200,200,-79.8282176,2021-03-19 03:55:33.512930,2021-03-19 04:00:03.760996,0 days 00:04:30.248066000,256,10000,auto,0.98,10000,-2.4542935926989706,0.011673401692704803,medium,0.01,16,PRUNED
201,201,-399.9069556,2021-03-19 04:00:03.762644,2021-03-19 04:05:57.041041,0 days 00:05:53.278397000,256,10000,auto,0.9999,1000,-2.565860295377142,0.007724404634857422,medium,0.01,256,PRUNED
202,202,1.3417345999999999,2021-03-19 04:00:18.578517,2021-03-19 04:09:08.969122,0 days 00:08:50.390605000,2048,10000,auto,0.9999,0,-2.5972025933799183,0.007406046588466782,medium,0.001,256,PRUNED
203,203,-1.3492102,2021-03-19 04:05:57.044835,2021-03-19 04:14:54.643447,0 days 00:08:57.598612000,2048,10000,auto,0.995,0,-2.116815289825957,0.006187506682256561,medium,0.001,16,PRUNED
204,204,0.010062199999999999,2021-03-19 04:09:08.970129,2021-03-19 04:16:07.902639,0 days 00:06:58.932510000,512,1000000,auto,0.995,0,-2.122885597782799,0.005938108051183612,medium,0.02,16,PRUNED
205,205,-0.8393984,2021-03-19 04:14:54.644726,2021-03-19 04:21:46.981421,0 days 00:06:52.336695000,256,10000,auto,0.98,1000,-2.1527969830749996,0.0039399154398774665,medium,0.01,16,PRUNED
206,206,-0.5297871999999999,2021-03-19 04:16:07.903393,2021-03-19 04:23:16.961518,0 days 00:07:09.058125000,256,10000,auto,0.98,1000,-1.7808642045598333,0.003823641460756209,medium,0.01,16,PRUNED
207,207,1029.5261838000001,2021-03-19 04:21:46.982812,2021-03-19 04:46:10.048588,0 days 00:24:23.065776000,256,10000,auto,0.98,1000,-1.8053336635030108,0.0048566332063471225,medium,0.01,16,COMPLETE
208,208,268.25997160000003,2021-03-19 04:23:16.962467,2021-03-19 04:31:49.710037,0 days 00:08:32.747570000,256,10000,auto,0.98,1000,-2.3879829492427644,0.009732358101284368,medium,0.01,16,PRUNED
209,209,-1.1798318,2021-03-19 04:31:49.711281,2021-03-19 04:40:04.560960,0 days 00:08:14.849679000,256,10000,auto,0.98,1000,0.9917819459864514,0.004794010864681698,medium,0.01,16,PRUNED
210,210,1.5859628000000003,2021-03-19 04:40:04.562201,2021-03-19 04:45:45.112370,0 days 00:05:40.550169000,256,10000,auto,0.9999,10000,-1.6440933774148654,0.0032328071567145813,medium,0.02,16,PRUNED
211,211,957.750488,2021-03-19 04:45:45.114485,2021-03-19 05:14:13.128421,0 days 00:28:28.013936000,1024,10000,auto,0.9999,1000,-0.5931429495501316,0.0013287683337178918,medium,0.02,256,COMPLETE
212,212,-1.0600256,2021-03-19 04:46:10.050312,2021-03-19 04:56:48.694088,0 days 00:10:38.643776000,1024,10000,auto,0.9999,0,-1.8378915895650174,0.005342068570269918,big,0.02,256,PRUNED
213,213,803.7210216000001,2021-03-19 04:56:48.695360,2021-03-19 05:23:59.962255,0 days 00:27:11.266895000,512,10000,auto,0.9999,0,-1.6039964542591139,0.009161094602937321,medium,0.02,16,COMPLETE
214,214,0.3112688,2021-03-19 05:14:13.133447,2021-03-19 05:23:12.756919,0 days 00:08:59.623472000,1024,10000,auto,0.9999,1000,-0.5510699148266395,0.0015824984800164017,medium,0.02,16,PRUNED
215,215,16.0711194,2021-03-19 05:23:12.758545,2021-03-19 05:31:15.797684,0 days 00:08:03.039139000,1024,10000,auto,0.9999,1000,-0.7655677020922256,0.008178519515404482,medium,0.02,256,PRUNED
216,216,814.0481336,2021-03-19 05:23:59.964092,2021-03-19 05:51:40.370090,0 days 00:27:40.405998000,1024,10000,auto,0.9999,1000,-0.6205241985939856,0.0012444560895147072,medium,0.02,256,COMPLETE
217,217,762.4268144,2021-03-19 05:31:15.801076,2021-03-19 05:58:42.481649,0 days 00:27:26.680573000,1024,10000,auto,0.9999,1000,-0.6500086457640091,0.0011894264376407805,medium,0.02,256,COMPLETE
218,218,818.1793863999999,2021-03-19 05:51:40.372183,2021-03-19 06:18:46.703620,0 days 00:27:06.331437000,1024,10000,auto,0.9999,1000,-0.8112892693616214,0.0007371701413744044,medium,0.02,256,COMPLETE
219,219,766.718497,2021-03-19 05:58:42.484458,2021-03-19 06:22:19.441994,0 days 00:23:36.957536000,256,10000,auto,0.9999,0,-2.797562212083445,0.0007819700297625079,medium,0.02,256,COMPLETE
220,220,-0.11947680000000001,2021-03-19 06:18:46.705788,2021-03-19 06:25:32.726913,0 days 00:06:46.021125000,256,10000,auto,0.9999,0,-1.5435290753877244,0.002413030272824899,medium,0.02,256,PRUNED
221,221,363.957785,2021-03-19 06:22:19.444545,2021-03-19 06:43:34.985091,0 days 00:21:15.540546000,256,1000000,auto,0.9999,10000,-1.521019166028481,0.002675201314851585,medium,0.02,32,COMPLETE
222,222,899.8321598,2021-03-19 06:25:32.728146,2021-03-19 06:49:17.161351,0 days 00:23:44.433205000,512,1000000,auto,0.9999,10000,-0.9942891152316395,0.004885011399760315,medium,0.02,32,COMPLETE
223,223,-1.1265315999999999,2021-03-19 06:43:34.987156,2021-03-19 06:51:43.603053,0 days 00:08:08.615897000,512,10000,auto,0.9999,0,-1.06513538815459,0.004750558134902372,medium,0.01,16,PRUNED
224,224,121.0098084,2021-03-19 06:49:17.163537,2021-03-19 06:59:46.674954,0 days 00:10:29.511417000,256,10000,auto,0.9999,0,-2.2320645817886993,0.006964402209678028,big,0.01,16,PRUNED
225,225,-0.16338740000000002,2021-03-19 06:51:43.604326,2021-03-19 06:58:21.756578,0 days 00:06:38.152252000,256,10000,auto,0.98,1000,-1.9457484187894714,0.0031498551326826496,medium,0.01,16,PRUNED
226,226,976.2159336000001,2021-03-19 06:58:21.757930,2021-03-19 07:21:41.072434,0 days 00:23:19.314504000,256,10000,auto,0.98,1000,-1.7289269998556531,0.006988208505788932,medium,0.01,16,COMPLETE
227,227,352.4652602,2021-03-19 06:59:46.676268,2021-03-19 07:14:57.409644,0 days 00:15:10.733376000,256,10000,auto,0.98,1000,-2.046435851164364,0.0039647327907901654,medium,0.01,16,PRUNED
228,228,142.4101182,2021-03-19 07:14:57.413092,2021-03-19 07:22:30.451788,0 days 00:07:33.038696000,256,10000,auto,0.98,1000,-1.735188633510544,0.0020470314188260896,medium,0.01,16,PRUNED
229,229,-396.245941,2021-03-19 07:21:41.074574,2021-03-19 07:45:32.631412,0 days 00:23:51.556838000,256,10000,auto,0.98,1000,-1.7293689458866541,0.006525942197266774,medium,0.01,16,COMPLETE
230,230,46.7240216,2021-03-19 07:22:30.453244,2021-03-19 07:29:51.390228,0 days 00:07:20.936984000,256,10000,auto,0.98,1000,-1.7041738828115323,0.006887741977125898,medium,0.005,16,PRUNED
231,231,57.166976399999996,2021-03-19 07:29:51.391313,2021-03-19 07:36:54.316163,0 days 00:07:02.924850000,256,10000,auto,0.98,1000,-1.8554412141907906,0.010430721082182973,medium,0.02,256,PRUNED
232,232,-0.5436974,2021-03-19 07:36:54.319533,2021-03-19 07:44:07.533447,0 days 00:07:13.213914000,256,10000,auto,0.995,0,-1.3537596763205444,0.006072305720087791,medium,0.02,64,PRUNED
233,233,812.4675958,2021-03-19 07:44:07.534717,2021-03-19 08:06:53.342210,0 days 00:22:45.807493000,1024,10000,auto,0.9999,20000,-0.34499733970433705,0.013448258531391241,medium,0.01,16,COMPLETE
234,234,15.9944134,2021-03-19 07:45:32.633538,2021-03-19 07:54:19.791440,0 days 00:08:47.157902000,1024,10000,auto,0.9999,0,-2.936578496859909,0.0139801153453544,medium,0.02,8,PRUNED
235,235,3.8748918000000003,2021-03-19 07:54:19.792809,2021-03-19 08:02:39.489423,0 days 00:08:19.696614000,256,10000,auto,0.98,1000,-1.8944479979574826,0.003794268589866981,medium,0.01,16,PRUNED
236,236,28.231379600000004,2021-03-19 08:02:39.490450,2021-03-19 08:10:40.279769,0 days 00:08:00.789319000,256,10000,auto,0.98,1000,-1.9878124717412393,0.005087829234574871,medium,0.01,16,PRUNED
237,237,146.10186,2021-03-19 08:06:53.344332,2021-03-19 08:13:52.577528,0 days 00:06:59.233196000,256,10000,auto,0.98,1000,-2.060745780916454,0.0043346926638804205,medium,0.01,16,PRUNED
238,238,0.0933932,2021-03-19 08:10:40.281101,2021-03-19 08:17:31.639285,0 days 00:06:51.358184000,256,10000,auto,0.98,1000,-2.4449688776640794,0.004306987960691241,medium,0.01,16,PRUNED
239,239,2.4469268,2021-03-19 08:13:52.578806,2021-03-19 08:20:33.550355,0 days 00:06:40.971549000,256,10000,auto,0.98,1000,-2.259192276961145,0.008415177892297053,medium,0.01,16,PRUNED
240,240,893.2849956,2021-03-19 08:17:31.640507,2021-03-19 08:43:46.422908,0 days 00:26:14.782401000,512,10000,auto,0.99,0,-2.71474301513127,0.003041533645272932,medium,0.02,128,COMPLETE
241,241,132.72577600000002,2021-03-19 08:20:33.551562,2021-03-19 08:31:47.264363,0 days 00:11:13.712801000,2048,10000,auto,0.99,0,-2.7343486294333377,0.0031148629918514585,medium,0.02,256,PRUNED
242,242,-1.2717133999999999,2021-03-19 08:31:47.267728,2021-03-19 08:40:44.886755,0 days 00:08:57.619027000,512,10000,auto,0.9999,0,-1.8148775605557028,0.005789632670730896,medium,0.02,16,PRUNED
243,243,-1.2912062,2021-03-19 08:40:44.888080,2021-03-19 08:50:07.239729,0 days 00:09:22.351649000,256,10000,auto,0.9999,0,-1.6595654247049452,0.00790082691512837,big,0.02,16,PRUNED
244,244,-400.2339526,2021-03-19 08:43:46.424963,2021-03-19 08:53:02.310266,0 days 00:09:15.885303000,256,10000,auto,0.9999,1000,-0.8869900415513177,0.009889363906966892,big,0.02,16,PRUNED
245,245,-0.169298,2021-03-19 08:50:07.240935,2021-03-19 08:56:44.430238,0 days 00:06:37.189303000,256,10000,auto,0.98,1000,-2.1839127417004844,0.0052341293689349006,medium,0.01,16,PRUNED
246,246,1286.047524,2021-03-19 08:53:02.311627,2021-03-19 09:17:44.368625,0 days 00:24:42.056998000,256,10000,auto,0.98,1000,-2.1862002482620335,0.004921241847097107,medium,0.01,16,COMPLETE
247,247,-0.3874552,2021-03-19 08:56:44.431369,2021-03-19 09:04:45.877260,0 days 00:08:01.445891000,256,10000,auto,0.98,1000,-2.2812037413590143,0.00391187525854562,medium,0.01,16,PRUNED
248,248,6.3946538,2021-03-19 09:04:45.878556,2021-03-19 09:11:42.184117,0 days 00:06:56.305561000,256,10000,auto,0.98,1000,-2.3275576873905117,0.006366511770589426,medium,0.01,512,PRUNED
