,number,value,datetime_start,datetime_complete,duration,params_batch_size,params_buffer_size,params_exploration_final_eps,params_exploration_fraction,params_gamma,params_learning_starts,params_lr,params_net_arch,params_subsample_steps,params_target_update_interval,params_train_freq,state
478,478,-372.133463,2021-05-05 19:38:12.403643,2021-05-05 19:44:09.333690,0 days 00:05:56.930047000,512,100000,0.05599950618296024,0.3209715662607435,0.999,10000,0.9052890214937886,small,1,1,256,PRUNED
479,479,-51.593340999999995,2021-05-05 19:39:45.854089,2021-05-05 19:54:31.165883,0 days 00:14:45.311794000,512,100000,0.04784869774723289,0.33315345516791717,0.999,10000,0.0026429265919574144,tiny,1,1,1000,COMPLETE
480,480,-383.2169766,2021-05-05 19:44:09.334839,2021-05-05 19:45:08.041988,0 days 00:00:58.707149000,512,100000,0.04946207588756032,0.22617312972372233,0.999,10000,0.006411215003234323,small,8,20000,1000,PRUNED
481,481,185.4831836,2021-05-05 19:45:08.064530,2021-05-05 19:59:45.508507,0 days 00:14:37.443977000,512,100000,0.04589648866655339,0.3512512967860494,0.999,10000,0.004817853529652585,tiny,1,1,1000,COMPLETE
482,482,102.57003979999999,2021-05-05 19:54:31.173473,2021-05-05 20:16:52.747822,0 days 00:22:21.574349000,512,100000,0.06594638505436504,0.20219418341289114,0.999,10000,0.004606614269803537,small,1,1,1000,COMPLETE
483,483,666.8455034,2021-05-05 19:57:01.555784,2021-05-05 20:11:16.632581,0 days 00:14:15.076797000,512,100000,0.04516023539827716,0.21025759256853757,0.999,10000,0.0046163408798920325,small,2,1,1000,COMPLETE
484,484,613.5051900000001,2021-05-05 19:59:45.515072,2021-05-05 20:21:00.446457,0 days 00:21:14.931385000,512,100000,0.06824807245795787,0.2082835979880128,0.999,10000,0.004440587480713964,small,1,1,1000,COMPLETE
485,485,1023.7946024,2021-05-05 20:11:16.636106,2021-05-05 20:32:41.207773,0 days 00:21:24.571667000,512,100000,0.05644270602026636,0.24532224031203614,0.95,10000,0.0023673262504719356,small,1,1,4,COMPLETE
486,486,102.65577939999999,2021-05-05 20:16:52.753380,2021-05-05 20:28:05.337219,0 days 00:11:12.583839000,16,100000,0.04293282653540078,0.2469168573315424,0.95,0,0.002263041859203897,small,1,1,4,COMPLETE
487,487,-205.90826740000003,2021-05-05 20:21:00.448338,2021-05-05 20:25:47.837086,0 days 00:04:47.388748000,512,100000,0.051967183238137406,0.24144789107954595,0.95,10000,0.009425630446084477,small,1,1,4,PRUNED
488,488,602.6720499999999,2021-05-05 20:25:47.846526,2021-05-05 20:39:08.957173,0 days 00:13:21.110647000,512,100000,0.05885282102686788,0.2501497557450863,0.95,0,0.0023714819270945916,small,2,1,1000,COMPLETE
489,489,-367.38606980000003,2021-05-05 20:28:05.339168,2021-05-05 20:30:16.713773,0 days 00:02:11.374605000,64,100000,0.038255310069323575,0.2677623791661148,0.95,10000,0.002476295456592409,small,1,15000,1000,PRUNED
490,490,956.9131970000001,2021-05-05 20:30:16.714527,2021-05-05 20:50:14.066075,0 days 00:19:57.351548000,512,100000,0.058205889421474706,0.22862516095800398,0.95,10000,0.002935236478129508,small,1,1,1000,COMPLETE
491,491,-1.9427055999999765,2021-05-05 20:32:41.213358,2021-05-05 20:52:57.111879,0 days 00:20:15.898521000,512,100000,0.04412478377921163,0.2587922729093466,0.95,10000,0.0029469093470339824,small,1,1,1000,COMPLETE
492,492,50.401754200000006,2021-05-05 20:39:08.963684,2021-05-05 20:42:39.913913,0 days 00:03:30.950229000,512,1000000,0.038892960598275544,0.22913709463808282,0.95,10000,0.003087300552588034,small,1,10000,1000,PRUNED
493,493,164.87596639999998,2021-05-05 20:42:39.922092,2021-05-05 21:02:52.822050,0 days 00:20:12.899958000,512,100000,0.04434700633509586,0.25975584357252945,0.95,10000,0.003706806361686519,small,1,1,1000,COMPLETE
494,494,1124.470004,2021-05-05 20:50:14.070874,2021-05-05 21:11:16.345477,0 days 00:21:02.274603000,512,1000000,0.04473191184601483,0.26205722535739084,0.95,10000,0.0037682264796162898,small,1,1,1000,COMPLETE
495,495,226.57280779999996,2021-05-05 20:52:57.117788,2021-05-05 21:05:46.571593,0 days 00:12:49.453805000,512,1000000,0.04832601500518148,0.2862453760650728,0.9,10000,0.003844100413921471,small,2,1,1000,COMPLETE
496,496,181.867379,2021-05-05 21:02:52.828768,2021-05-05 21:05:44.167801,0 days 00:02:51.339033000,512,1000000,0.048492432009555525,0.2810245575254763,0.95,10000,0.0020980802472290315,small,2,1,1000,PRUNED
497,497,1265.7178838,2021-05-05 21:05:44.178541,2021-05-05 21:18:28.282573,0 days 00:12:44.104032000,512,1000000,0.03703102702227902,0.23551318048841133,0.95,10000,0.003961917382728519,small,2,1,1000,COMPLETE
498,498,624.1233654,2021-05-05 21:05:46.573410,2021-05-05 21:18:42.759551,0 days 00:12:56.186141000,512,1000000,0.06246006542066238,0.23882006944011122,0.95,10000,0.001889165980383633,small,2,1,1000,COMPLETE
499,499,958.0283704000001,2021-05-05 21:11:16.352821,2021-05-05 21:24:41.542299,0 days 00:13:25.189478000,512,100000,0.03777438917536459,0.302594103988022,0.95,5000,0.0019119663747751768,small,2,1,1000,COMPLETE
500,500,734.0054134,2021-05-05 21:18:28.284967,2021-05-05 21:33:31.092966,0 days 00:15:02.807999000,512,100000,0.036329032548561874,0.24254825588151432,0.95,5000,0.0020213265376217066,small,2,1,8,COMPLETE
501,501,525.2605375999999,2021-05-05 21:18:42.764361,2021-05-05 21:32:58.060473,0 days 00:14:15.296112000,512,100000,0.03923777741822406,0.24666273106598371,0.95,1000,0.007296576516100379,small,2,1,1000,COMPLETE
502,502,-175.7508178,2021-05-05 21:24:41.549573,2021-05-05 21:35:24.140605,0 days 00:10:42.591032000,64,100000,0.03600705326682258,0.25040275824495334,0.95,1000,0.006548917880237928,small,2,1,1000,COMPLETE
503,503,103.1604018,2021-05-05 21:32:58.065499,2021-05-05 21:43:03.893936,0 days 00:10:05.828437000,64,50000,0.03630128311233554,0.2691331780668072,0.95,10000,0.0060614441603608965,small,2,1,1000,COMPLETE
504,504,388.81589199999996,2021-05-05 21:33:31.097260,2021-05-05 21:46:25.478478,0 days 00:12:54.381218000,512,50000,0.035153989574720865,0.26629218928050613,0.95,10000,0.004998919342670825,small,2,1,1000,COMPLETE
505,505,340.53857800000003,2021-05-05 21:35:24.144624,2021-05-05 21:48:20.064657,0 days 00:12:55.920033000,512,1000000,0.040744376488117545,0.27254756649481476,0.95,10000,0.004798513257314684,small,2,1,1000,COMPLETE
506,506,11.644747799999996,2021-05-05 21:43:03.899800,2021-05-05 21:56:56.751657,0 days 00:13:52.851857000,512,1000000,0.040717893978958364,0.2333988718986303,0.95,10000,0.0024873847581799047,small,2,1,4,COMPLETE
507,507,-89.33516439999998,2021-05-05 21:46:25.485281,2021-05-05 21:49:43.021932,0 days 00:03:17.536651000,512,1000000,0.04211439888843374,0.23635794496664422,0.95,10000,0.07942036803339501,small,2,1,4,PRUNED
508,508,-77.8540114,2021-05-05 21:48:20.066505,2021-05-05 21:50:32.098473,0 days 00:02:12.031968000,512,1000000,0.02893352036260055,0.236255523001503,0.95,10000,0.002750144270681862,small,2,5000,4,PRUNED
509,509,-16.087620999999995,2021-05-05 21:49:43.023813,2021-05-05 21:51:12.880846,0 days 00:01:29.857033000,128,1000000,0.05344895629114491,0.25227711290207,0.95,10000,0.0027899855877607997,small,2,5000,1000,PRUNED
510,510,15.056172600000002,2021-05-05 21:50:32.100067,2021-05-05 22:00:29.978806,0 days 00:09:57.878739000,128,100000,0.05312686559562684,0.2548905205204871,0.95,10000,0.0010740124966192646,small,2,1,1000,COMPLETE
511,511,1076.2864797999998,2021-05-05 21:51:12.883879,2021-05-05 22:03:43.553612,0 days 00:12:30.669733000,512,100000,0.03221502188079226,0.22346672409185173,0.95,10000,0.0013220010013735854,small,2,1,1000,COMPLETE
512,512,-321.0304454000001,2021-05-05 21:56:56.757132,2021-05-05 21:59:06.464797,0 days 00:02:09.707665000,512,100000,0.053489031406130566,0.2972069851647634,0.95,10000,0.0011429008613834163,small,2,20000,1000,PRUNED
513,513,947.4724043999998,2021-05-05 21:59:06.466675,2021-05-05 22:11:31.714070,0 days 00:12:25.247395000,512,100000,0.03288876288102482,0.2827845223002652,0.95,10000,0.0014612027947310212,small,2,1,1000,COMPLETE
514,514,461.32326760000007,2021-05-05 22:00:29.985520,2021-05-05 22:07:38.704959,0 days 00:07:08.719439000,512,100000,0.030999059374511535,0.22447513058728427,0.999,10000,0.0017606495427616928,small,8,1,1000,COMPLETE
515,515,57.17472419999999,2021-05-05 22:03:43.568032,2021-05-05 22:06:31.130175,0 days 00:02:47.562143000,16,1000000,0.08096291666727541,0.28221242968932275,0.999,10000,0.0016191731372333634,small,1,1,1000,PRUNED
516,516,310.8593998,2021-05-05 22:06:31.133177,2021-05-05 22:20:19.541440,0 days 00:13:48.408263000,512,100000,0.08760756682840741,0.2617416140720289,0.95,0,0.0034211957730030987,small,2,1,1000,COMPLETE
517,517,914.5547665999999,2021-05-05 22:07:38.710274,2021-05-05 22:20:31.178883,0 days 00:12:52.468609000,512,100000,0.08995501450631085,0.2580900522551067,0.95,10000,0.0036454534198883805,small,2,1,1000,COMPLETE
518,518,-352.38169619999996,2021-05-05 22:11:31.718274,2021-05-05 22:13:48.534191,0 days 00:02:16.815917000,32,1000000,0.04816072143930253,0.26130547355481304,0.95,0,0.0035408121919120626,small,2,1,1000,PRUNED
519,519,814.8116114000001,2021-05-05 22:13:48.541676,2021-05-05 22:26:31.886395,0 days 00:12:43.344719000,512,100000,0.027506784713877342,0.30846293163373106,0.95,10000,0.002310985786248824,small,2,1,1000,COMPLETE
520,520,923.10429,2021-05-05 22:20:19.546284,2021-05-05 22:33:22.999470,0 days 00:13:03.453186000,512,1000000,0.025903658796168072,0.30939065127342613,0.95,10000,0.002677052842159263,small,2,1,1000,COMPLETE
521,521,108.62078699999999,2021-05-05 22:20:31.181794,2021-05-05 22:33:23.764395,0 days 00:12:52.582601000,512,1000000,0.07039577556458375,0.3073792700229648,0.95,10000,0.0021803572509190637,small,2,1,128,COMPLETE
522,522,-316.5645154,2021-05-05 22:26:31.888854,2021-05-05 22:28:46.031172,0 days 00:02:14.142318000,512,1000000,0.03897189462947825,0.2393137713966596,0.95,10000,0.002199926116193427,small,2,15000,128,PRUNED
523,523,534.8775013999999,2021-05-05 22:28:46.038271,2021-05-05 22:48:33.701504,0 days 00:19:47.663233000,512,1000000,0.025022925737123187,0.24871345830144329,0.95,10000,0.0028098688731217516,small,1,1,1000,COMPLETE
524,524,102.52466799999999,2021-05-05 22:33:23.001473,2021-05-05 22:55:09.456639,0 days 00:21:46.455166000,512,1000000,0.04462125262674769,0.24952692871372387,0.9999,10000,0.004168526341282847,small,1,1,1000,COMPLETE
525,525,-345.9843334,2021-05-05 22:33:23.765935,2021-05-05 22:36:42.545953,0 days 00:03:18.780018000,512,100000,0.04311583317982132,0.24882105500003268,0.95,10000,0.0046814445604910744,small,1,10000,1000,PRUNED
526,526,934.4426276,2021-05-05 22:36:42.547266,2021-05-05 22:49:20.261294,0 days 00:12:37.714028000,512,1000000,0.03311338132472753,0.2756042738040968,0.9999,10000,0.0017710786415881066,small,2,1,1000,COMPLETE
527,527,-257.7404194,2021-05-05 22:48:33.703928,2021-05-05 22:53:25.510221,0 days 00:04:51.806293000,512,100000,0.0359100893532958,0.2709327112315282,0.9999,5000,0.000706229897966878,small,2,1,16,PRUNED
528,528,879.1210482,2021-05-05 22:49:20.266397,2021-05-05 23:09:26.758445,0 days 00:20:06.492048000,512,100000,0.03653828070702088,0.2306143552107403,0.95,5000,0.0040745616208291546,small,2,1,8,COMPLETE
529,529,-192.55040939999998,2021-05-05 22:53:25.517659,2021-05-05 22:56:31.120204,0 days 00:03:05.602545000,64,100000,0.04866955167375657,0.22997470551741678,0.95,10000,0.003958139620332937,small,2,1,8,PRUNED
530,530,-77.0666904,2021-05-05 22:55:09.459131,2021-05-05 23:10:03.046786,0 days 00:14:53.587655000,64,100000,0.04982811652511176,0.2903463930851929,0.95,10000,0.003186611655244509,small,2,1,8,COMPLETE
531,531,70.543608,2021-05-05 22:56:31.121817,2021-05-05 23:16:35.091474,0 days 00:20:03.969657000,512,100000,2.945647238623883e-05,0.2980084943234468,0.95,10000,0.0029897443773094184,small,2,1,4,COMPLETE
532,532,91.5679138,2021-05-05 23:09:26.763053,2021-05-05 23:12:18.131062,0 days 00:02:51.368009000,512,1000000,0.05746219602576317,0.29363424478245775,0.95,10000,0.5540355507192909,tiny,2,1,4,PRUNED
533,533,754.2007278000001,2021-05-05 23:10:03.048427,2021-05-05 23:26:07.814898,0 days 00:16:04.766471000,512,1000000,0.040766486003655455,0.21661719227779647,0.995,10000,0.001378184951814876,small,2,1,4,COMPLETE
534,534,549.1726896,2021-05-05 23:12:18.145736,2021-05-05 23:26:51.391347,0 days 00:14:33.245611000,512,1000000,4.5079458895229494e-05,0.2392592600342711,0.9,10000,0.001397289457988416,small,2,1,1000,COMPLETE
535,535,178.70780039999997,2021-05-05 23:16:35.094518,2021-05-05 23:19:45.614469,0 days 00:03:10.519951000,512,1000000,0.040218914535924355,0.21739812663737032,0.995,10000,0.00124465390916184,small,2,1,1000,PRUNED
536,536,722.9314574000001,2021-05-05 23:19:45.617832,2021-05-05 23:32:13.180057,0 days 00:12:27.562225000,512,1000000,0.03018581615155826,0.24067474301033656,0.9,20000,0.0018313453086837121,small,2,1,1000,COMPLETE
537,537,384.52976440000003,2021-05-05 23:26:07.830281,2021-05-05 23:40:05.716022,0 days 00:13:57.885741000,512,100000,0.03445395529064283,0.2417728728941855,0.95,10000,0.0018516904042666182,small,2,1,1000,COMPLETE
538,538,910.559055,2021-05-05 23:26:51.394147,2021-05-05 23:39:18.197200,0 days 00:12:26.803053000,512,100000,0.029914799669084308,0.26991218710942444,0.95,20000,0.0019508969181035027,small,2,1,1000,COMPLETE
539,539,35.7616372,2021-05-05 23:32:13.187418,2021-05-05 23:45:21.299629,0 days 00:13:08.112211000,512,100000,0.060889828278885956,0.2668212002307984,0.95,10000,0.000871684149208907,small,2,1,1000,COMPLETE
540,540,582.4453832000002,2021-05-05 23:39:18.200355,2021-05-05 23:52:34.846282,0 days 00:13:16.645927000,512,100000,0.061605248673859865,0.2571852522685971,0.95,10000,0.0009498081806681237,small,2,1,1000,COMPLETE
541,541,34.1909454,2021-05-05 23:40:05.721663,2021-05-05 23:53:31.877421,0 days 00:13:26.155758000,512,100000,0.0631040475746229,0.2556758730329299,0.95,10000,0.002456087644808025,small,2,1,1000,COMPLETE
542,542,404.3947994,2021-05-05 23:45:21.301580,2021-05-05 23:59:20.095464,0 days 00:13:58.793884000,512,100000,0.04589056137179195,0.32665363074689746,0.95,10000,0.0024547876159351587,small,2,1,1000,COMPLETE
543,543,-265.7181466,2021-05-05 23:52:34.848138,2021-05-05 23:55:44.009215,0 days 00:03:09.161077000,16,1000000,0.02287374761972981,0.28077532931317606,0.95,10000,0.0025160449592668594,small,1,1,256,PRUNED
544,544,-382.92073120000003,2021-05-05 23:53:31.879546,2021-05-05 23:55:42.516989,0 days 00:02:10.637443000,16,1000000,0.01899085240227776,0.3270289934100331,0.95,10000,0.005094453359627541,small,1,20000,1000,PRUNED
545,545,143.88117860000003,2021-05-05 23:55:42.527447,2021-05-06 00:04:40.987579,0 days 00:08:58.460132000,512,1000000,0.038231979671057466,0.2849818214243221,0.95,10000,0.002430610706345956,small,8,1,1000,COMPLETE
546,546,-213.06642899999997,2021-05-05 23:55:44.012727,2021-05-06 00:13:09.135104,0 days 00:17:25.122377000,512,100000,0.0003047010935987613,0.22727013675085145,0.99,0,0.0030352799880498283,small,2,1,1000,COMPLETE
547,547,-349.227493,2021-05-05 23:59:20.099652,2021-05-06 00:02:34.196395,0 days 00:03:14.096743000,32,1000000,0.03749541254792707,0.22515163856996467,0.99,0,0.0033648955731457584,small,2,1,1000,PRUNED
548,548,-57.6682108,2021-05-06 00:02:34.209260,2021-05-06 00:10:43.329677,0 days 00:08:09.120417000,256,100000,0.003348904239315066,0.233967169472132,0.95,10000,0.0015547978072882555,small,8,1,1000,COMPLETE
549,549,726.3309374000002,2021-05-06 00:04:40.991345,2021-05-06 00:17:54.291340,0 days 00:13:13.299995000,256,100000,0.09710196969491394,0.23402302035181444,0.999,10000,0.005866399227734768,small,2,1,1000,COMPLETE
550,550,-333.8586022,2021-05-06 00:10:43.336084,2021-05-06 00:26:50.978604,0 days 00:16:07.642520000,512,100000,0.05469973508509986,0.250951012378497,0.999,10000,0.008883358466841228,small,2,1,1000,COMPLETE
551,551,165.8493312,2021-05-06 00:13:09.138659,2021-05-06 00:28:23.993873,0 days 00:15:14.855214000,512,1000000,0.09719539175898857,0.2496469669858309,0.999,10000,0.005870695478290259,small,2,1,1000,COMPLETE
552,552,-347.07153579999994,2021-05-06 00:17:54.294358,2021-05-06 00:20:34.020701,0 days 00:02:39.726343000,512,1000000,0.05140407919774878,0.25022573643929047,0.95,10000,0.0019995227496915342,small,2,15000,1000,PRUNED
553,553,781.6147708,2021-05-06 00:20:34.038192,2021-05-06 00:35:27.995495,0 days 00:14:53.957303000,512,1000000,0.030065101385005413,0.26364886162166395,0.95,10000,0.004513507601462747,small,2,1,1000,COMPLETE
554,554,26.625359999999993,2021-05-06 00:26:50.985046,2021-05-06 00:36:56.598136,0 days 00:10:05.613090000,512,1000000,0.03056173654647612,0.276552511259159,0.95,10000,0.0010944867323630283,small,2,10000,4,PRUNED
555,555,-75.89458640000001,2021-05-06 00:28:23.996708,2021-05-06 00:38:05.329412,0 days 00:09:41.332704000,512,1000000,0.027833630163242994,0.26512551400893175,0.95,10000,0.004058790486869311,small,2,10000,4,PRUNED
556,556,97.91911559999997,2021-05-06 00:35:28.004428,2021-05-06 00:50:45.094948,0 days 00:15:17.090520000,512,100000,0.0457020268687093,0.2766108271338295,0.95,10000,0.003496596521934168,small,2,1,4,COMPLETE
557,557,-3.5524894000000016,2021-05-06 00:36:56.601576,2021-05-06 00:51:15.514587,0 days 00:14:18.913011000,512,100000,0.04412340384523794,0.24111689309289086,0.95,5000,0.0033196230925174736,small,2,1,1000,COMPLETE
558,558,558.9435723999999,2021-05-06 00:38:05.342585,2021-05-06 00:53:08.783612,0 days 00:15:03.441027000,512,100000,0.045688259252782394,0.24117083794313945,0.95,5000,0.0031797018818166553,small,2,1,1000,COMPLETE
559,559,117.5260238,2021-05-06 00:50:45.104786,2021-05-06 00:54:04.311529,0 days 00:03:19.206743000,64,100000,0.11232302308624166,0.24122126812494685,0.95,1000,0.0017141728135147184,small,2,1,1000,PRUNED
560,560,1141.4408496,2021-05-06 00:51:15.518215,2021-05-06 01:18:35.732479,0 days 00:27:20.214264000,512,100000,0.003097118218136878,0.2894692894249363,0.95,1000,0.0015108888987005876,small,1,1,1000,COMPLETE
561,561,236.6635938,2021-05-06 00:53:08.787509,2021-05-06 01:00:38.256122,0 days 00:07:29.468613000,512,50000,0.03431613622187133,0.2162245229454409,0.95,1000,0.0015235119439479413,small,1,1,1000,PRUNED
562,562,202.3645186,2021-05-06 00:54:04.314923,2021-05-06 01:08:41.788500,0 days 00:14:37.473577000,512,1000000,0.03468042268824484,0.21673304570941782,0.95,10000,0.0014802378045967683,tiny,1,1,1000,COMPLETE
563,563,-125.06767420000001,2021-05-06 01:00:38.262995,2021-05-06 01:11:26.544581,0 days 00:10:48.281586000,512,1000000,0.004221590457154467,0.28974577806678,0.95,10000,0.001983626874653475,tiny,2,1,16,COMPLETE
564,564,94.2353832,2021-05-06 01:08:41.801323,2021-05-06 01:13:02.525568,0 days 00:04:20.724245000,512,1000000,0.0035802241101300335,0.2890847584580912,0.95,10000,0.0021254029701243712,small,2,1,16,PRUNED
565,565,753.3530516,2021-05-06 01:11:26.552585,2021-05-06 01:27:46.314190,0 days 00:16:19.761605000,512,10000,0.0002120315340047218,0.30056083851411997,0.95,10000,0.0024524392561025266,small,2,1,1000,COMPLETE
566,566,1016.2845686000001,2021-05-06 01:13:02.543143,2021-05-06 01:25:59.442562,0 days 00:12:56.899419000,256,100000,0.00022714347176336705,0.25881274477463545,0.95,10000,0.0027533180088181062,small,2,1,1000,COMPLETE
567,567,-15.837521199999998,2021-05-06 01:18:35.752171,2021-05-06 01:31:16.909762,0 days 00:12:41.157591000,256,100000,0.07341327032473205,0.2635893695102392,0.95,10000,0.0025847885629148356,small,2,1,1000,COMPLETE
568,568,812.3946800000001,2021-05-06 01:25:59.454203,2021-05-06 01:41:47.542591,0 days 00:15:48.088388000,512,1000000,0.016530882581716085,0.3157469285147005,0.95,10000,0.002727557728461851,small,2,1,1000,COMPLETE
569,569,1174.1119484,2021-05-06 01:27:46.318546,2021-05-06 01:39:54.819380,0 days 00:12:08.500834000,128,1000000,0.040595524311134494,0.22748407270715482,0.95,10000,0.00121338604673082,small,2,1,1000,COMPLETE
570,570,256.9059298,2021-05-06 01:31:16.919519,2021-05-06 01:34:01.604314,0 days 00:02:44.684795000,512,1000000,0.018000008118432626,0.22615324468214684,0.95,10000,0.0012118915865670273,small,2,5000,1000,PRUNED
571,571,84.16117319999998,2021-05-06 01:34:01.606867,2021-05-06 01:47:50.296750,0 days 00:13:48.689883000,512,100000,0.040084728440487494,0.2752886904950366,0.95,10000,0.0040936989816250675,small,2,1,1000,COMPLETE
572,572,379.89631840000004,2021-05-06 01:39:54.821671,2021-05-06 01:51:51.659070,0 days 00:11:56.837399000,512,100000,0.02410552870873795,0.2717906052324515,0.95,10000,0.004753053034626225,small,2,1,256,COMPLETE
573,573,882.9899374,2021-05-06 01:41:47.552863,2021-05-06 01:53:57.339568,0 days 00:12:09.786705000,512,100000,0.023558092022394044,0.27109563353798144,0.95,10000,0.004682131561584612,small,2,1,1000,COMPLETE
574,574,334.57823859999996,2021-05-06 01:47:50.302732,2021-05-06 01:59:15.381445,0 days 00:11:25.078713000,512,100000,0.026029230077865048,0.2530422528355529,0.95,10000,0.004979046605297943,small,2,1,1000,COMPLETE
575,575,1327.6053112,2021-05-06 01:51:51.665453,2021-05-06 02:03:07.502810,0 days 00:11:15.837357000,512,100000,0.0501656917902233,0.2526831995773178,0.95,10000,0.0020805477843069222,small,2,1,1000,COMPLETE
576,576,-362.9453508,2021-05-06 01:53:57.351199,2021-05-06 01:56:06.800889,0 days 00:02:09.449690000,64,1000000,0.05606973182131287,0.24696309044453169,0.95,10000,0.012547865430700514,small,2,1,1000,PRUNED
577,577,12.0583922,2021-05-06 01:56:06.804489,2021-05-06 01:59:38.823048,0 days 00:03:32.018559000,512,100000,0.05150766213190223,0.25437285191314224,0.95,0,0.0021191409705226807,small,2,1,4,PRUNED
578,578,86.4655832,2021-05-06 01:59:15.386280,2021-05-06 02:01:38.070873,0 days 00:02:22.684593000,32,1000000,0.050843690659552146,0.23378577877160786,0.95,0,0.0021256325856069567,small,2,1,4,PRUNED
579,579,-152.8975472,2021-05-06 01:59:38.824434,2021-05-06 02:12:55.155441,0 days 00:13:16.331007000,512,1000000,0.033552842618368356,0.2329241734274171,0.95,10000,0.003311035902182098,small,1,20000,1000,COMPLETE
580,580,219.6907954,2021-05-06 02:01:38.072708,2021-05-06 02:13:17.373341,0 days 00:11:39.300633000,512,1000000,0.033080063075643935,0.23789192723910502,0.95,10000,0.003297911947088228,small,1,20000,1000,PRUNED
581,581,541.7717551999999,2021-05-06 02:03:07.504803,2021-05-06 02:13:51.060993,0 days 00:10:43.556190000,512,1000000,0.05863805587939011,0.2597765385643917,0.95,10000,0.0017894061962442614,small,2,1,1000,COMPLETE
582,582,1293.304728,2021-05-06 02:12:55.158873,2021-05-06 02:27:50.984981,0 days 00:14:55.826108000,512,1000000,0.059088611025648996,0.2605667051906008,0.95,10000,0.001827096967583357,small,2,1,1000,COMPLETE
583,583,477.31473639999996,2021-05-06 02:13:17.376120,2021-05-06 02:29:03.166406,0 days 00:15:45.790286000,512,100000,0.06737959939064231,0.25881455445939816,0.95,10000,0.0017177381885606674,small,2,1,1000,COMPLETE
584,584,-188.44713799999997,2021-05-06 02:13:51.066860,2021-05-06 02:28:42.063325,0 days 00:14:50.996465000,512,100000,0.17921708579606382,0.247907757231524,0.95,10000,0.0010505046745439303,small,2,1,1000,COMPLETE
585,585,209.163699,2021-05-06 02:27:50.995602,2021-05-06 02:31:51.369581,0 days 00:04:00.373979000,512,1000000,0.05717850751495281,0.26783396398246867,0.95,10000,0.0010418166026361828,small,2,1,128,PRUNED
586,586,68.88007380000002,2021-05-06 02:28:42.065496,2021-05-06 02:32:27.647945,0 days 00:03:45.582449000,512,1000000,0.06515808991466718,0.2664190423308155,0.95,10000,0.0016090852996834208,small,2,1,128,PRUNED
587,587,107.03654540000002,2021-05-06 02:29:03.168875,2021-05-06 02:31:04.853817,0 days 00:02:01.684942000,256,1000000,0.058711800668810606,0.20334910018851976,0.95,10000,0.0008762433928953151,small,2,15000,1000,PRUNED
588,588,1016.9409822000001,2021-05-06 02:31:04.861418,2021-05-06 02:47:27.050534,0 days 00:16:22.189116000,512,1000000,0.057726651332994275,0.26654415089529526,0.95,10000,0.001315508488969089,small,2,1,128,COMPLETE
589,589,526.779053,2021-05-06 02:31:51.385960,2021-05-06 02:48:16.399077,0 days 00:16:25.013117000,512,1000000,0.06475741750443481,0.2493192781560417,0.95,10000,0.001356987741037346,small,2,1,1000,COMPLETE
590,590,147.28110600000002,2021-05-06 02:32:27.658281,2021-05-06 02:44:44.875081,0 days 00:12:17.216800000,64,1000000,0.05774521651763586,0.24509813035446917,0.95,10000,0.0013603027534545126,small,2,1,1000,COMPLETE
591,591,-36.57330879999999,2021-05-06 02:44:44.877370,2021-05-06 03:00:57.997231,0 days 00:16:13.119861000,512,1000000,0.061963320840956425,0.27901047915736776,0.95,5000,0.0013171649469550385,small,2,1,1000,COMPLETE
592,592,431.4689948,2021-05-06 02:47:27.056438,2021-05-06 03:04:49.415614,0 days 00:17:22.359176000,512,1000000,0.0675056680063578,0.2803549406021448,0.95,5000,0.0019316565643488558,small,2,1,1000,COMPLETE
593,593,910.26666,2021-05-06 02:48:16.410383,2021-05-06 03:04:27.525823,0 days 00:16:11.115440000,512,1000000,0.05471363499972001,0.22069519389116227,0.95,10000,0.00203864853813004,small,2,1,1000,COMPLETE
594,594,577.2335114,2021-05-06 03:00:58.009863,2021-05-06 03:20:23.616589,0 days 00:19:25.606726000,512,1000000,0.05341345908186411,0.2244723114481079,0.95,10000,0.0020760482300457893,small,2,1,4,COMPLETE
595,595,13.817854999999998,2021-05-06 03:04:27.537098,2021-05-06 03:09:51.762135,0 days 00:05:24.225037000,512,1000000,0.05589177852764653,0.23917569928437427,0.95,10000,0.000750757945200699,small,2,1,4,PRUNED
596,596,-164.72664219999996,2021-05-06 03:04:49.430569,2021-05-06 03:23:37.872295,0 days 00:18:48.441726000,512,1000000,0.050814356436649666,0.2416057516241474,0.95,10000,0.0017188589828932422,small,2,1,4,COMPLETE
597,597,582.380168,2021-05-06 03:09:51.766359,2021-05-06 03:23:30.280308,0 days 00:13:38.513949000,256,1000000,0.0521719265439089,0.25695775261639947,0.95,10000,0.001640456381830489,small,2,1,1000,COMPLETE
598,598,742.0768717999999,2021-05-06 03:20:23.618836,2021-05-06 03:32:38.732896,0 days 00:12:15.114060000,256,50000,0.07897749577545671,0.25574949644480705,0.95,20000,0.0017438854443066652,small,2,1,1000,COMPLETE
599,599,-143.3440924,2021-05-06 03:23:30.286726,2021-05-06 03:25:55.421878,0 days 00:02:25.135152000,512,50000,0.07158157043465932,0.24267636593329844,0.95,20000,0.0024724230893134846,small,2,1,1000,PRUNED
